Threshold: 0.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.70 ,cohen scores: 0.00 
Threshold: 0.05 ,Senstivity: 0.86 ,Specificity: 0.23 ,Accuracy: 0.53 ,mcc scores: 0.12 ,roc-auc scores: 0.69 ,cohen scores: 0.09 
Threshold: 0.10 ,Senstivity: 0.86 ,Specificity: 0.38 ,Accuracy: 0.61 ,mcc scores: 0.27 ,roc-auc scores: 0.70 ,cohen scores: 0.24 
Threshold: 0.15 ,Senstivity: 0.81 ,Specificity: 0.33 ,Accuracy: 0.56 ,mcc scores: 0.15 ,roc-auc scores: 0.65 ,cohen scores: 0.13 
Threshold: 0.20 ,Senstivity: 0.81 ,Specificity: 0.47 ,Accuracy: 0.64 ,mcc scores: 0.30 ,roc-auc scores: 0.71 ,cohen scores: 0.28 
Threshold: 0.25 ,Senstivity: 0.73 ,Specificity: 0.65 ,Accuracy: 0.69 ,mcc scores: 0.38 ,roc-auc scores: 0.72 ,cohen scores: 0.38 
Threshold: 0.30 ,Senstivity: 0.78 ,Specificity: 0.45 ,Accuracy: 0.61 ,mcc scores: 0.25 ,roc-auc scores: 0.66 ,cohen scores: 0.23 
Threshold: 0.35 ,Senstivity: 0.76 ,Specificity: 0.60 ,Accuracy: 0.68 ,mcc scores: 0.36 ,roc-auc scores: 0.69 ,cohen scores: 0.35 
Threshold: 0.40 ,Senstivity: 0.65 ,Specificity: 0.65 ,Accuracy: 0.65 ,mcc scores: 0.30 ,roc-auc scores: 0.70 ,cohen scores: 0.30 
Threshold: 0.45 ,Senstivity: 0.70 ,Specificity: 0.72 ,Accuracy: 0.71 ,mcc scores: 0.43 ,roc-auc scores: 0.74 ,cohen scores: 0.43 
Threshold: 0.50 ,Senstivity: 0.59 ,Specificity: 0.72 ,Accuracy: 0.66 ,mcc scores: 0.32 ,roc-auc scores: 0.70 ,cohen scores: 0.32 
Threshold: 0.55 ,Senstivity: 0.54 ,Specificity: 0.75 ,Accuracy: 0.65 ,mcc scores: 0.30 ,roc-auc scores: 0.66 ,cohen scores: 0.29 
Threshold: 0.60 ,Senstivity: 0.51 ,Specificity: 0.78 ,Accuracy: 0.65 ,mcc scores: 0.30 ,roc-auc scores: 0.72 ,cohen scores: 0.29 
Threshold: 0.65 ,Senstivity: 0.49 ,Specificity: 0.78 ,Accuracy: 0.64 ,mcc scores: 0.27 ,roc-auc scores: 0.68 ,cohen scores: 0.26 
Threshold: 0.70 ,Senstivity: 0.46 ,Specificity: 0.85 ,Accuracy: 0.66 ,mcc scores: 0.34 ,roc-auc scores: 0.71 ,cohen scores: 0.31 
Threshold: 0.75 ,Senstivity: 0.38 ,Specificity: 0.90 ,Accuracy: 0.65 ,mcc scores: 0.33 ,roc-auc scores: 0.73 ,cohen scores: 0.28 
Threshold: 0.80 ,Senstivity: 0.41 ,Specificity: 0.80 ,Accuracy: 0.61 ,mcc scores: 0.22 ,roc-auc scores: 0.69 ,cohen scores: 0.21 
Threshold: 0.85 ,Senstivity: 0.38 ,Specificity: 0.88 ,Accuracy: 0.64 ,mcc scores: 0.29 ,roc-auc scores: 0.69 ,cohen scores: 0.26 
Threshold: 0.90 ,Senstivity: 0.30 ,Specificity: 0.88 ,Accuracy: 0.60 ,mcc scores: 0.21 ,roc-auc scores: 0.72 ,cohen scores: 0.18 
Threshold: 0.95 ,Senstivity: 0.22 ,Specificity: 0.90 ,Accuracy: 0.57 ,mcc scores: 0.16 ,roc-auc scores: 0.66 ,cohen scores: 0.12 
