Accuracy: 0.48 ,Specificity: 0.00 ,Senstivity: 1.00 ,roc-auc scores: 0.56 ,mcc scores: 0.00 ,cohen scores: 0.00 Threshold: 0.00 
Accuracy: 0.47 ,Specificity: 0.00 ,Senstivity: 0.97 ,roc-auc scores: 0.56 ,mcc scores: -0.12 ,cohen scores: -0.03 Threshold: 0.10 
Accuracy: 0.52 ,Specificity: 0.07 ,Senstivity: 1.00 ,roc-auc scores: 0.58 ,mcc scores: 0.19 ,cohen scores: 0.07 Threshold: 0.20 
Accuracy: 0.52 ,Specificity: 0.17 ,Senstivity: 0.89 ,roc-auc scores: 0.57 ,mcc scores: 0.10 ,cohen scores: 0.06 Threshold: 0.30 
Accuracy: 0.56 ,Specificity: 0.38 ,Senstivity: 0.76 ,roc-auc scores: 0.60 ,mcc scores: 0.14 ,cohen scores: 0.13 Threshold: 0.40 
Accuracy: 0.49 ,Specificity: 0.57 ,Senstivity: 0.41 ,roc-auc scores: 0.56 ,mcc scores: -0.02 ,cohen scores: -0.02 Threshold: 0.50 
Accuracy: 0.52 ,Specificity: 0.72 ,Senstivity: 0.30 ,roc-auc scores: 0.58 ,mcc scores: 0.02 ,cohen scores: 0.02 Threshold: 0.60 
Accuracy: 0.53 ,Specificity: 0.85 ,Senstivity: 0.19 ,roc-auc scores: 0.57 ,mcc scores: 0.05 ,cohen scores: 0.04 Threshold: 0.70 
Accuracy: 0.55 ,Specificity: 0.97 ,Senstivity: 0.08 ,roc-auc scores: 0.58 ,mcc scores: 0.13 ,cohen scores: 0.06 Threshold: 0.80 
Accuracy: 0.55 ,Specificity: 1.00 ,Senstivity: 0.05 ,roc-auc scores: 0.60 ,mcc scores: 0.17 ,cohen scores: 0.06 Threshold: 0.90 
