extra_trees_aac.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.80,0.00
-2.90,1.00,0.00,0.48,0.00,0.80,0.00
-2.80,1.00,0.00,0.48,0.00,0.80,0.00
-2.70,1.00,0.00,0.48,0.00,0.80,0.00
-2.60,1.00,0.00,0.48,0.00,0.80,0.00
-2.50,1.00,0.00,0.48,0.00,0.80,0.00
-2.40,1.00,0.00,0.48,0.00,0.80,0.00
-2.30,1.00,0.00,0.48,0.00,0.80,0.00
-2.20,1.00,0.00,0.48,0.00,0.80,0.00
-2.10,1.00,0.00,0.48,0.00,0.80,0.00
-2.00,1.00,0.00,0.48,0.00,0.80,0.00
-1.90,1.00,0.00,0.48,0.00,0.80,0.00
-1.80,1.00,0.00,0.48,0.00,0.80,0.00
-1.70,1.00,0.00,0.48,0.00,0.80,0.00
-1.60,1.00,0.00,0.48,0.00,0.80,0.00
-1.50,1.00,0.00,0.48,0.00,0.80,0.00
-1.40,1.00,0.00,0.48,0.00,0.80,0.00
-1.30,1.00,0.03,0.49,0.11,0.80,0.02
-1.20,1.00,0.03,0.49,0.11,0.80,0.02
-1.10,0.97,0.05,0.49,0.06,0.80,0.02
-1.00,0.97,0.07,0.51,0.11,0.80,0.05
-0.90,0.97,0.15,0.55,0.21,0.80,0.12
-0.80,0.97,0.23,0.58,0.29,0.80,0.19
-0.70,0.97,0.35,0.65,0.41,0.80,0.31
-0.60,0.92,0.40,0.65,0.37,0.80,0.31
-0.50,0.86,0.40,0.62,0.30,0.80,0.26
-0.40,0.81,0.50,0.65,0.33,0.80,0.31
-0.30,0.81,0.62,0.71,0.44,0.80,0.43
-0.20,0.76,0.65,0.70,0.41,0.80,0.40
-0.10,0.73,0.70,0.71,0.43,0.80,0.43
0.00,0.68,0.78,0.73,0.45,0.80,0.45
0.10,0.65,0.80,0.73,0.45,0.80,0.45
0.20,0.62,0.85,0.74,0.49,0.80,0.48
0.30,0.54,0.85,0.70,0.41,0.80,0.39
0.40,0.49,0.90,0.70,0.43,0.80,0.39
0.50,0.49,0.93,0.71,0.46,0.80,0.42
0.60,0.43,0.97,0.71,0.49,0.80,0.42
0.70,0.38,1.00,0.70,0.49,0.80,0.39
0.80,0.38,1.00,0.70,0.49,0.80,0.39
0.90,0.30,1.00,0.66,0.42,0.80,0.31
1.00,0.24,1.00,0.64,0.38,0.80,0.25
1.10,0.14,1.00,0.58,0.27,0.80,0.14
1.20,0.08,1.00,0.56,0.21,0.80,0.08
1.30,0.00,1.00,0.52,0.00,0.80,0.00
1.40,0.00,1.00,0.52,0.00,0.80,0.00
1.50,0.00,1.00,0.52,0.00,0.80,0.00
1.60,0.00,1.00,0.52,0.00,0.80,0.00
1.70,0.00,1.00,0.52,0.00,0.80,0.00
1.80,0.00,1.00,0.52,0.00,0.80,0.00
1.90,0.00,1.00,0.52,0.00,0.80,0.00
2.00,0.00,1.00,0.52,0.00,0.80,0.00
2.10,0.00,1.00,0.52,0.00,0.80,0.00
2.20,0.00,1.00,0.52,0.00,0.80,0.00
2.30,0.00,1.00,0.52,0.00,0.80,0.00
2.40,0.00,1.00,0.52,0.00,0.80,0.00
2.50,0.00,1.00,0.52,0.00,0.80,0.00
2.60,0.00,1.00,0.52,0.00,0.80,0.00
2.70,0.00,1.00,0.52,0.00,0.80,0.00
2.80,0.00,1.00,0.52,0.00,0.80,0.00
2.90,0.00,1.00,0.52,0.00,0.80,0.00

svm_aac_c10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.94,0.00
-2.90,1.00,0.00,0.52,0.00,0.94,0.00
-2.80,1.00,0.00,0.52,0.00,0.94,0.00
-2.70,1.00,0.00,0.52,0.00,0.94,0.00
-2.60,1.00,0.00,0.52,0.00,0.94,0.00
-2.50,1.00,0.00,0.52,0.00,0.94,0.00
-2.40,1.00,0.00,0.52,0.00,0.94,0.00
-2.30,1.00,0.00,0.52,0.00,0.94,0.00
-2.20,1.00,0.00,0.52,0.00,0.94,0.00
-2.10,1.00,0.01,0.53,0.08,0.94,0.01
-2.00,1.00,0.02,0.54,0.11,0.94,0.02
-1.90,1.00,0.04,0.54,0.15,0.94,0.04
-1.80,0.99,0.05,0.55,0.14,0.94,0.05
-1.70,0.99,0.09,0.56,0.20,0.94,0.09
-1.60,0.99,0.14,0.59,0.26,0.94,0.14
-1.50,0.99,0.17,0.60,0.30,0.94,0.18
-1.40,0.99,0.22,0.62,0.33,0.94,0.21
-1.30,0.98,0.26,0.64,0.36,0.94,0.25
-1.20,0.98,0.31,0.66,0.40,0.94,0.30
-1.10,0.98,0.40,0.71,0.48,0.94,0.40
-1.00,0.97,0.46,0.73,0.51,0.94,0.44
-0.90,0.95,0.51,0.74,0.52,0.94,0.47
-0.80,0.93,0.59,0.77,0.56,0.94,0.53
-0.70,0.92,0.65,0.79,0.59,0.94,0.57
-0.60,0.92,0.71,0.82,0.64,0.94,0.63
-0.50,0.92,0.76,0.84,0.69,0.94,0.68
-0.40,0.91,0.81,0.86,0.72,0.94,0.72
-0.30,0.87,0.85,0.86,0.72,0.94,0.72
-0.20,0.86,0.90,0.88,0.75,0.94,0.75
-0.10,0.83,0.91,0.87,0.74,0.94,0.74
0.00,0.83,0.93,0.88,0.76,0.94,0.76
0.10,0.79,0.96,0.87,0.75,0.94,0.74
0.20,0.77,0.96,0.86,0.74,0.94,0.73
0.30,0.76,0.98,0.86,0.75,0.94,0.73
0.40,0.75,0.99,0.86,0.75,0.94,0.73
0.50,0.71,0.99,0.84,0.72,0.94,0.68
0.60,0.66,0.99,0.82,0.68,0.94,0.64
0.70,0.64,0.99,0.81,0.66,0.94,0.62
0.80,0.59,0.99,0.78,0.63,0.94,0.57
0.90,0.55,0.99,0.76,0.59,0.94,0.53
1.00,0.48,0.99,0.72,0.54,0.94,0.46
1.10,0.37,0.99,0.67,0.46,0.94,0.35
1.20,0.30,0.99,0.63,0.40,0.94,0.28
1.30,0.24,1.00,0.60,0.36,0.94,0.23
1.40,0.17,1.00,0.56,0.30,0.94,0.16
1.50,0.13,1.00,0.54,0.25,0.94,0.12
1.60,0.05,1.00,0.50,0.16,0.94,0.05
1.70,0.02,1.00,0.48,0.09,0.94,0.02
1.80,0.01,1.00,0.48,0.05,0.94,0.01
1.90,0.01,1.00,0.48,0.05,0.94,0.01
2.00,0.00,1.00,0.48,0.00,0.94,0.00
2.10,0.00,1.00,0.48,0.00,0.94,0.00
2.20,0.00,1.00,0.48,0.00,0.94,0.00
2.30,0.00,1.00,0.48,0.00,0.94,0.00
2.40,0.00,1.00,0.48,0.00,0.94,0.00
2.50,0.00,1.00,0.48,0.00,0.94,0.00
2.60,0.00,1.00,0.48,0.00,0.94,0.00
2.70,0.00,1.00,0.48,0.00,0.94,0.00
2.80,0.00,1.00,0.48,0.00,0.94,0.00
2.90,0.00,1.00,0.48,0.00,0.94,0.00

svm_kfold_aac_c10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.87,0.00
-2.90,1.00,0.00,0.49,0.00,0.87,0.00
-2.80,1.00,0.00,0.49,0.00,0.87,0.00
-2.70,1.00,0.00,0.49,0.00,0.87,0.00
-2.60,1.00,0.00,0.49,0.00,0.87,0.00
-2.50,1.00,0.00,0.49,0.00,0.87,0.00
-2.40,1.00,0.00,0.49,0.00,0.87,0.00
-2.30,1.00,0.00,0.49,0.00,0.87,0.00
-2.20,1.00,0.00,0.49,0.00,0.87,0.00
-2.10,1.00,0.00,0.49,0.00,0.87,0.00
-2.00,1.00,0.00,0.49,0.00,0.87,0.00
-1.90,1.00,0.00,0.49,0.00,0.87,0.00
-1.80,1.00,0.00,0.49,0.00,0.87,0.00
-1.70,1.00,0.00,0.49,0.00,0.87,0.00
-1.60,1.00,0.00,0.49,0.00,0.87,0.00
-1.50,1.00,0.03,0.50,0.12,0.87,0.03
-1.40,1.00,0.03,0.50,0.12,0.87,0.03
-1.30,1.00,0.03,0.50,0.12,0.87,0.03
-1.20,1.00,0.05,0.51,0.16,0.87,0.05
-1.10,0.97,0.08,0.51,0.11,0.87,0.05
-1.00,0.97,0.16,0.56,0.23,0.87,0.13
-0.90,0.97,0.19,0.57,0.26,0.87,0.16
-0.80,0.97,0.27,0.61,0.34,0.87,0.24
-0.70,0.94,0.27,0.60,0.29,0.87,0.21
-0.60,0.94,0.30,0.61,0.31,0.87,0.24
-0.50,0.89,0.32,0.60,0.25,0.87,0.21
-0.40,0.86,0.43,0.64,0.32,0.87,0.29
-0.30,0.86,0.49,0.67,0.37,0.87,0.34
-0.20,0.86,0.62,0.74,0.49,0.87,0.48
-0.10,0.86,0.68,0.76,0.54,0.87,0.53
0.00,0.86,0.68,0.76,0.54,0.87,0.53
0.10,0.86,0.70,0.78,0.57,0.87,0.56
0.20,0.83,0.84,0.83,0.67,0.87,0.67
0.30,0.83,0.86,0.85,0.69,0.87,0.69
0.40,0.83,0.92,0.88,0.75,0.87,0.75
0.50,0.83,0.92,0.88,0.75,0.87,0.75
0.60,0.74,0.95,0.85,0.71,0.87,0.69
0.70,0.66,0.95,0.81,0.63,0.87,0.61
0.80,0.57,0.95,0.76,0.56,0.87,0.52
0.90,0.51,0.95,0.74,0.51,0.87,0.47
1.00,0.40,0.97,0.69,0.46,0.87,0.38
1.10,0.34,0.97,0.67,0.41,0.87,0.32
1.20,0.31,1.00,0.67,0.44,0.87,0.32
1.30,0.14,1.00,0.58,0.28,0.87,0.15
1.40,0.09,1.00,0.56,0.21,0.87,0.09
1.50,0.06,1.00,0.54,0.17,0.87,0.06
1.60,0.06,1.00,0.54,0.17,0.87,0.06
1.70,0.00,1.00,0.51,0.00,0.87,0.00
1.80,0.00,1.00,0.51,0.00,0.87,0.00
1.90,0.00,1.00,0.51,0.00,0.87,0.00
2.00,0.00,1.00,0.51,0.00,0.87,0.00
2.10,0.00,1.00,0.51,0.00,0.87,0.00
2.20,0.00,1.00,0.51,0.00,0.87,0.00
2.30,0.00,1.00,0.51,0.00,0.87,0.00
2.40,0.00,1.00,0.51,0.00,0.87,0.00
2.50,0.00,1.00,0.51,0.00,0.87,0.00
2.60,0.00,1.00,0.51,0.00,0.87,0.00
2.70,0.00,1.00,0.51,0.00,0.87,0.00
2.80,0.00,1.00,0.51,0.00,0.87,0.00
2.90,0.00,1.00,0.51,0.00,0.87,0.00

svm_aac_c15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.96,0.00
-2.90,1.00,0.01,0.49,0.06,0.96,0.01
-2.80,1.00,0.01,0.49,0.06,0.96,0.01
-2.70,1.00,0.01,0.49,0.08,0.96,0.01
-2.60,1.00,0.02,0.49,0.10,0.96,0.02
-2.50,1.00,0.03,0.50,0.13,0.96,0.03
-2.40,1.00,0.04,0.51,0.14,0.96,0.04
-2.30,1.00,0.04,0.51,0.14,0.96,0.04
-2.20,1.00,0.05,0.51,0.16,0.96,0.05
-2.10,1.00,0.09,0.53,0.21,0.96,0.08
-2.00,1.00,0.14,0.56,0.27,0.96,0.13
-1.90,1.00,0.18,0.58,0.31,0.96,0.18
-1.80,0.99,0.25,0.61,0.36,0.96,0.24
-1.70,0.99,0.28,0.63,0.39,0.96,0.27
-1.60,0.99,0.32,0.65,0.42,0.96,0.31
-1.50,0.99,0.38,0.68,0.47,0.96,0.37
-1.40,0.99,0.46,0.72,0.53,0.96,0.45
-1.30,0.99,0.49,0.73,0.55,0.96,0.47
-1.20,0.99,0.55,0.77,0.60,0.96,0.54
-1.10,0.98,0.60,0.78,0.62,0.96,0.57
-1.00,0.97,0.65,0.81,0.65,0.96,0.62
-0.90,0.97,0.68,0.82,0.68,0.96,0.64
-0.80,0.97,0.72,0.84,0.71,0.96,0.69
-0.70,0.94,0.74,0.84,0.69,0.96,0.68
-0.60,0.93,0.77,0.85,0.71,0.96,0.70
-0.50,0.92,0.77,0.84,0.69,0.96,0.68
-0.40,0.92,0.84,0.87,0.75,0.96,0.75
-0.30,0.90,0.88,0.89,0.78,0.96,0.78
-0.20,0.90,0.91,0.90,0.80,0.96,0.80
-0.10,0.88,0.93,0.91,0.81,0.96,0.81
0.00,0.87,0.95,0.91,0.82,0.96,0.82
0.10,0.85,0.96,0.91,0.82,0.96,0.82
0.20,0.85,0.96,0.91,0.81,0.96,0.81
0.30,0.83,0.97,0.91,0.82,0.96,0.81
0.40,0.79,0.97,0.88,0.78,0.96,0.77
0.50,0.76,0.97,0.87,0.75,0.96,0.73
0.60,0.73,0.98,0.86,0.74,0.96,0.72
0.70,0.71,0.98,0.85,0.72,0.96,0.70
0.80,0.71,0.99,0.85,0.73,0.96,0.70
0.90,0.66,0.99,0.83,0.69,0.96,0.65
1.00,0.59,0.99,0.80,0.64,0.96,0.59
1.10,0.48,0.99,0.74,0.55,0.96,0.48
1.20,0.36,0.99,0.68,0.46,0.96,0.36
1.30,0.33,1.00,0.67,0.45,0.96,0.34
1.40,0.27,1.00,0.65,0.40,0.96,0.28
1.50,0.22,1.00,0.62,0.35,0.96,0.22
1.60,0.18,1.00,0.60,0.32,0.96,0.19
1.70,0.15,1.00,0.59,0.29,0.96,0.16
1.80,0.12,1.00,0.57,0.25,0.96,0.12
1.90,0.10,1.00,0.56,0.23,0.96,0.10
2.00,0.07,1.00,0.55,0.19,0.96,0.07
2.10,0.06,1.00,0.54,0.17,0.96,0.06
2.20,0.04,1.00,0.54,0.15,0.96,0.04
2.30,0.01,1.00,0.52,0.09,0.96,0.01
2.40,0.00,1.00,0.52,0.00,0.96,0.00
2.50,0.00,1.00,0.52,0.00,0.96,0.00
2.60,0.00,1.00,0.52,0.00,0.96,0.00
2.70,0.00,1.00,0.52,0.00,0.96,0.00
2.80,0.00,1.00,0.52,0.00,0.96,0.00
2.90,0.00,1.00,0.52,0.00,0.96,0.00

svm_kfold_aac_c15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.94,0.00
-2.90,1.00,0.00,0.51,0.00,0.94,0.00
-2.80,1.00,0.00,0.51,0.00,0.94,0.00
-2.70,1.00,0.00,0.51,0.00,0.94,0.00
-2.60,1.00,0.00,0.51,0.00,0.94,0.00
-2.50,1.00,0.00,0.51,0.00,0.94,0.00
-2.40,1.00,0.00,0.51,0.00,0.94,0.00
-2.30,1.00,0.00,0.51,0.00,0.94,0.00
-2.20,1.00,0.00,0.51,0.00,0.94,0.00
-2.10,1.00,0.00,0.51,0.00,0.94,0.00
-2.00,1.00,0.00,0.51,0.00,0.94,0.00
-1.90,1.00,0.03,0.53,0.13,0.94,0.04
-1.80,1.00,0.07,0.54,0.19,0.94,0.07
-1.70,1.00,0.07,0.54,0.19,0.94,0.07
-1.60,1.00,0.14,0.58,0.27,0.94,0.14
-1.50,1.00,0.17,0.59,0.31,0.94,0.17
-1.40,0.97,0.17,0.58,0.23,0.94,0.14
-1.30,0.97,0.28,0.63,0.34,0.94,0.25
-1.20,0.97,0.31,0.64,0.37,0.94,0.28
-1.10,0.97,0.31,0.64,0.37,0.94,0.28
-1.00,0.97,0.41,0.69,0.46,0.94,0.38
-0.90,0.97,0.52,0.75,0.54,0.94,0.49
-0.80,0.93,0.52,0.73,0.50,0.94,0.45
-0.70,0.93,0.52,0.73,0.50,0.94,0.45
-0.60,0.93,0.55,0.75,0.53,0.94,0.49
-0.50,0.93,0.69,0.81,0.64,0.94,0.63
-0.40,0.93,0.72,0.83,0.67,0.94,0.66
-0.30,0.90,0.76,0.83,0.67,0.94,0.66
-0.20,0.90,0.79,0.85,0.70,0.94,0.69
-0.10,0.90,0.83,0.86,0.73,0.94,0.73
0.00,0.90,0.86,0.88,0.76,0.94,0.76
0.10,0.83,0.97,0.90,0.80,0.94,0.80
0.20,0.83,1.00,0.92,0.84,0.94,0.83
0.30,0.83,1.00,0.92,0.84,0.94,0.83
0.40,0.77,1.00,0.88,0.79,0.94,0.76
0.50,0.70,1.00,0.85,0.73,0.94,0.70
0.60,0.70,1.00,0.85,0.73,0.94,0.70
0.70,0.67,1.00,0.83,0.70,0.94,0.66
0.80,0.67,1.00,0.83,0.70,0.94,0.66
0.90,0.53,1.00,0.76,0.60,0.94,0.53
1.00,0.47,1.00,0.73,0.55,0.94,0.46
1.10,0.40,1.00,0.69,0.50,0.94,0.40
1.20,0.37,1.00,0.68,0.47,0.94,0.36
1.30,0.37,1.00,0.68,0.47,0.94,0.36
1.40,0.37,1.00,0.68,0.47,0.94,0.36
1.50,0.17,1.00,0.58,0.30,0.94,0.16
1.60,0.10,1.00,0.54,0.23,0.94,0.10
1.70,0.10,1.00,0.54,0.23,0.94,0.10
1.80,0.07,1.00,0.53,0.18,0.94,0.07
1.90,0.07,1.00,0.53,0.18,0.94,0.07
2.00,0.03,1.00,0.51,0.13,0.94,0.03
2.10,0.00,1.00,0.49,0.00,0.94,0.00
2.20,0.00,1.00,0.49,0.00,0.94,0.00
2.30,0.00,1.00,0.49,0.00,0.94,0.00
2.40,0.00,1.00,0.49,0.00,0.94,0.00
2.50,0.00,1.00,0.49,0.00,0.94,0.00
2.60,0.00,1.00,0.49,0.00,0.94,0.00
2.70,0.00,1.00,0.49,0.00,0.94,0.00
2.80,0.00,1.00,0.49,0.00,0.94,0.00
2.90,0.00,1.00,0.49,0.00,0.94,0.00

svm_aac_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.91,0.00
-2.90,1.00,0.00,0.50,0.00,0.91,0.00
-2.80,1.00,0.00,0.50,0.00,0.91,0.00
-2.70,1.00,0.00,0.50,0.00,0.91,0.00
-2.60,1.00,0.00,0.50,0.00,0.91,0.00
-2.50,1.00,0.00,0.50,0.00,0.91,0.00
-2.40,1.00,0.00,0.50,0.00,0.91,0.00
-2.30,1.00,0.00,0.50,0.00,0.91,0.00
-2.20,1.00,0.00,0.50,0.00,0.91,0.00
-2.10,1.00,0.00,0.50,0.00,0.91,0.00
-2.00,1.00,0.00,0.50,0.00,0.91,0.00
-1.90,1.00,0.00,0.50,0.00,0.91,0.00
-1.80,1.00,0.00,0.50,0.00,0.91,0.00
-1.70,1.00,0.00,0.50,0.00,0.91,0.00
-1.60,0.99,0.01,0.50,-0.00,0.91,-0.00
-1.50,0.99,0.02,0.50,0.05,0.91,0.01
-1.40,0.99,0.05,0.52,0.14,0.91,0.05
-1.30,0.99,0.08,0.54,0.19,0.91,0.08
-1.20,0.99,0.14,0.57,0.26,0.91,0.14
-1.10,0.98,0.24,0.61,0.33,0.91,0.22
-1.00,0.96,0.39,0.67,0.42,0.91,0.35
-0.90,0.95,0.49,0.72,0.50,0.91,0.44
-0.80,0.94,0.58,0.76,0.55,0.91,0.51
-0.70,0.91,0.65,0.78,0.58,0.91,0.56
-0.60,0.90,0.71,0.80,0.62,0.91,0.61
-0.50,0.88,0.75,0.81,0.63,0.91,0.63
-0.40,0.85,0.80,0.83,0.66,0.91,0.66
-0.30,0.83,0.84,0.83,0.66,0.91,0.66
-0.20,0.83,0.86,0.84,0.69,0.91,0.69
-0.10,0.80,0.88,0.84,0.68,0.91,0.67
0.00,0.77,0.89,0.83,0.67,0.91,0.66
0.10,0.74,0.91,0.82,0.65,0.91,0.64
0.20,0.70,0.92,0.81,0.64,0.91,0.62
0.30,0.70,0.94,0.82,0.66,0.91,0.64
0.40,0.68,0.96,0.82,0.66,0.91,0.64
0.50,0.66,0.96,0.81,0.65,0.91,0.62
0.60,0.62,0.97,0.80,0.63,0.91,0.59
0.70,0.61,0.98,0.79,0.63,0.91,0.59
0.80,0.56,0.98,0.77,0.60,0.91,0.54
0.90,0.53,0.99,0.76,0.59,0.91,0.52
1.00,0.38,0.99,0.68,0.47,0.91,0.37
1.10,0.23,0.99,0.61,0.34,0.91,0.22
1.20,0.16,0.99,0.57,0.26,0.91,0.15
1.30,0.10,0.99,0.55,0.21,0.91,0.09
1.40,0.10,0.99,0.55,0.21,0.91,0.09
1.50,0.06,1.00,0.53,0.17,0.91,0.06
1.60,0.01,1.00,0.50,0.05,0.91,0.01
1.70,0.01,1.00,0.50,0.05,0.91,0.01
1.80,0.00,1.00,0.50,0.00,0.91,0.00
1.90,0.00,1.00,0.50,0.00,0.91,0.00
2.00,0.00,1.00,0.50,0.00,0.91,0.00
2.10,0.00,1.00,0.50,0.00,0.91,0.00
2.20,0.00,1.00,0.50,0.00,0.91,0.00
2.30,0.00,1.00,0.50,0.00,0.91,0.00
2.40,0.00,1.00,0.50,0.00,0.91,0.00
2.50,0.00,1.00,0.50,0.00,0.91,0.00
2.60,0.00,1.00,0.50,0.00,0.91,0.00
2.70,0.00,1.00,0.50,0.00,0.91,0.00
2.80,0.00,1.00,0.50,0.00,0.91,0.00
2.90,0.00,1.00,0.50,0.00,0.91,0.00

svm_kfold_aac_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.84,0.00
-2.90,1.00,0.00,0.48,0.00,0.84,0.00
-2.80,1.00,0.00,0.48,0.00,0.84,0.00
-2.70,1.00,0.00,0.48,0.00,0.84,0.00
-2.60,1.00,0.00,0.48,0.00,0.84,0.00
-2.50,1.00,0.00,0.48,0.00,0.84,0.00
-2.40,1.00,0.00,0.48,0.00,0.84,0.00
-2.30,1.00,0.00,0.48,0.00,0.84,0.00
-2.20,1.00,0.00,0.48,0.00,0.84,0.00
-2.10,1.00,0.00,0.48,0.00,0.84,0.00
-2.00,1.00,0.00,0.48,0.00,0.84,0.00
-1.90,1.00,0.00,0.48,0.00,0.84,0.00
-1.80,1.00,0.00,0.48,0.00,0.84,0.00
-1.70,1.00,0.00,0.48,0.00,0.84,0.00
-1.60,1.00,0.00,0.48,0.00,0.84,0.00
-1.50,1.00,0.00,0.48,0.00,0.84,0.00
-1.40,1.00,0.00,0.48,0.00,0.84,0.00
-1.30,1.00,0.00,0.48,0.00,0.84,0.00
-1.20,1.00,0.00,0.48,0.00,0.84,0.00
-1.10,0.97,0.00,0.47,-0.12,0.84,-0.03
-1.00,0.95,0.07,0.49,0.04,0.84,0.02
-0.90,0.95,0.12,0.52,0.12,0.84,0.07
-0.80,0.92,0.12,0.51,0.07,0.84,0.04
-0.70,0.92,0.33,0.61,0.30,0.84,0.24
-0.60,0.86,0.42,0.64,0.32,0.84,0.28
-0.50,0.84,0.62,0.73,0.47,0.84,0.46
-0.40,0.84,0.75,0.79,0.59,0.84,0.59
-0.30,0.78,0.75,0.77,0.53,0.84,0.53
-0.20,0.78,0.78,0.78,0.56,0.84,0.56
-0.10,0.78,0.80,0.79,0.58,0.84,0.58
0.00,0.76,0.82,0.79,0.58,0.84,0.58
0.10,0.73,0.90,0.82,0.64,0.84,0.63
0.20,0.70,0.93,0.82,0.65,0.84,0.63
0.30,0.68,0.95,0.82,0.66,0.84,0.63
0.40,0.62,0.97,0.81,0.64,0.84,0.60
0.50,0.59,0.97,0.79,0.62,0.84,0.58
0.60,0.51,1.00,0.77,0.60,0.84,0.52
0.70,0.43,1.00,0.73,0.53,0.84,0.44
0.80,0.35,1.00,0.69,0.47,0.84,0.36
0.90,0.30,1.00,0.66,0.42,0.84,0.31
1.00,0.16,1.00,0.60,0.30,0.84,0.17
1.10,0.11,1.00,0.57,0.24,0.84,0.11
1.20,0.03,1.00,0.53,0.12,0.84,0.03
1.30,0.03,1.00,0.53,0.12,0.84,0.03
1.40,0.00,1.00,0.52,0.00,0.84,0.00
1.50,0.00,1.00,0.52,0.00,0.84,0.00
1.60,0.00,1.00,0.52,0.00,0.84,0.00
1.70,0.00,1.00,0.52,0.00,0.84,0.00
1.80,0.00,1.00,0.52,0.00,0.84,0.00
1.90,0.00,1.00,0.52,0.00,0.84,0.00
2.00,0.00,1.00,0.52,0.00,0.84,0.00
2.10,0.00,1.00,0.52,0.00,0.84,0.00
2.20,0.00,1.00,0.52,0.00,0.84,0.00
2.30,0.00,1.00,0.52,0.00,0.84,0.00
2.40,0.00,1.00,0.52,0.00,0.84,0.00
2.50,0.00,1.00,0.52,0.00,0.84,0.00
2.60,0.00,1.00,0.52,0.00,0.84,0.00
2.70,0.00,1.00,0.52,0.00,0.84,0.00
2.80,0.00,1.00,0.52,0.00,0.84,0.00
2.90,0.00,1.00,0.52,0.00,0.84,0.00

svm_aac_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.95,0.00
-2.90,1.00,0.00,0.52,0.00,0.95,0.00
-2.80,1.00,0.00,0.52,0.00,0.95,0.00
-2.70,1.00,0.00,0.52,0.00,0.95,0.00
-2.60,1.00,0.00,0.52,0.00,0.95,0.00
-2.50,1.00,0.00,0.52,0.00,0.95,0.00
-2.40,1.00,0.01,0.53,0.06,0.95,0.01
-2.30,1.00,0.02,0.53,0.10,0.95,0.02
-2.20,1.00,0.03,0.54,0.14,0.95,0.04
-2.10,1.00,0.05,0.55,0.17,0.95,0.05
-2.00,1.00,0.09,0.57,0.22,0.95,0.09
-1.90,1.00,0.12,0.58,0.25,0.95,0.12
-1.80,1.00,0.15,0.59,0.29,0.95,0.15
-1.70,1.00,0.20,0.62,0.34,0.95,0.21
-1.60,1.00,0.26,0.65,0.39,0.95,0.27
-1.50,1.00,0.31,0.67,0.44,0.95,0.32
-1.40,1.00,0.35,0.69,0.47,0.95,0.36
-1.30,1.00,0.37,0.70,0.49,0.95,0.38
-1.20,0.99,0.44,0.73,0.53,0.95,0.44
-1.10,0.99,0.49,0.76,0.57,0.95,0.50
-1.00,0.98,0.55,0.78,0.60,0.95,0.54
-0.90,0.95,0.60,0.79,0.60,0.95,0.57
-0.80,0.95,0.67,0.81,0.65,0.95,0.62
-0.70,0.94,0.71,0.83,0.67,0.95,0.66
-0.60,0.93,0.76,0.85,0.70,0.95,0.69
-0.50,0.91,0.78,0.85,0.69,0.95,0.69
-0.40,0.89,0.80,0.85,0.70,0.95,0.69
-0.30,0.87,0.83,0.85,0.70,0.95,0.69
-0.20,0.87,0.85,0.86,0.72,0.95,0.72
-0.10,0.86,0.89,0.88,0.75,0.95,0.75
0.00,0.84,0.92,0.88,0.76,0.95,0.76
0.10,0.83,0.93,0.88,0.76,0.95,0.76
0.20,0.79,0.95,0.86,0.74,0.95,0.73
0.30,0.77,0.96,0.86,0.74,0.95,0.72
0.40,0.75,0.97,0.86,0.73,0.95,0.72
0.50,0.74,0.98,0.85,0.73,0.95,0.71
0.60,0.73,1.00,0.86,0.75,0.95,0.72
0.70,0.70,1.00,0.84,0.73,0.95,0.69
0.80,0.67,1.00,0.83,0.70,0.95,0.66
0.90,0.63,1.00,0.81,0.67,0.95,0.62
1.00,0.56,1.00,0.77,0.61,0.95,0.55
1.10,0.46,1.00,0.72,0.54,0.95,0.45
1.20,0.38,1.00,0.67,0.47,0.95,0.37
1.30,0.31,1.00,0.64,0.42,0.95,0.30
1.40,0.24,1.00,0.60,0.36,0.95,0.23
1.50,0.21,1.00,0.58,0.33,0.95,0.20
1.60,0.17,1.00,0.57,0.30,0.95,0.17
1.70,0.06,1.00,0.51,0.18,0.95,0.06
1.80,0.05,1.00,0.50,0.16,0.95,0.05
1.90,0.05,1.00,0.50,0.15,0.95,0.05
2.00,0.01,1.00,0.48,0.07,0.95,0.01
2.10,0.01,1.00,0.48,0.05,0.95,0.01
2.20,0.01,1.00,0.48,0.05,0.95,0.01
2.30,0.00,1.00,0.48,0.00,0.95,0.00
