Threshold: 0.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.84 ,cohen scores: 0.00 
Threshold: 0.05 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.85 ,cohen scores: 0.00 
Threshold: 0.10 ,Senstivity: 1.00 ,Specificity: 0.03 ,Accuracy: 0.49 ,mcc scores: 0.11 ,roc-auc scores: 0.86 ,cohen scores: 0.02 
Threshold: 0.15 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.85 ,cohen scores: 0.00 
Threshold: 0.20 ,Senstivity: 1.00 ,Specificity: 0.17 ,Accuracy: 0.57 ,mcc scores: 0.30 ,roc-auc scores: 0.85 ,cohen scores: 0.17 
Threshold: 0.25 ,Senstivity: 1.00 ,Specificity: 0.35 ,Accuracy: 0.66 ,mcc scores: 0.45 ,roc-auc scores: 0.87 ,cohen scores: 0.34 
Threshold: 0.30 ,Senstivity: 0.92 ,Specificity: 0.40 ,Accuracy: 0.65 ,mcc scores: 0.37 ,roc-auc scores: 0.88 ,cohen scores: 0.31 
Threshold: 0.35 ,Senstivity: 0.86 ,Specificity: 0.57 ,Accuracy: 0.71 ,mcc scores: 0.46 ,roc-auc scores: 0.85 ,cohen scores: 0.43 
Threshold: 0.40 ,Senstivity: 0.76 ,Specificity: 0.65 ,Accuracy: 0.70 ,mcc scores: 0.41 ,roc-auc scores: 0.86 ,cohen scores: 0.40 
Threshold: 0.45 ,Senstivity: 0.73 ,Specificity: 0.78 ,Accuracy: 0.75 ,mcc scores: 0.51 ,roc-auc scores: 0.85 ,cohen scores: 0.51 
Threshold: 0.50 ,Senstivity: 0.76 ,Specificity: 0.78 ,Accuracy: 0.77 ,mcc scores: 0.53 ,roc-auc scores: 0.87 ,cohen scores: 0.53 
Threshold: 0.55 ,Senstivity: 0.70 ,Specificity: 0.82 ,Accuracy: 0.77 ,mcc scores: 0.53 ,roc-auc scores: 0.87 ,cohen scores: 0.53 
Threshold: 0.60 ,Senstivity: 0.57 ,Specificity: 0.90 ,Accuracy: 0.74 ,mcc scores: 0.50 ,roc-auc scores: 0.87 ,cohen scores: 0.47 
Threshold: 0.65 ,Senstivity: 0.54 ,Specificity: 0.95 ,Accuracy: 0.75 ,mcc scores: 0.54 ,roc-auc scores: 0.87 ,cohen scores: 0.50 
Threshold: 0.70 ,Senstivity: 0.57 ,Specificity: 0.97 ,Accuracy: 0.78 ,mcc scores: 0.60 ,roc-auc scores: 0.89 ,cohen scores: 0.55 
Threshold: 0.75 ,Senstivity: 0.46 ,Specificity: 1.00 ,Accuracy: 0.74 ,mcc scores: 0.55 ,roc-auc scores: 0.83 ,cohen scores: 0.47 
Threshold: 0.80 ,Senstivity: 0.43 ,Specificity: 1.00 ,Accuracy: 0.73 ,mcc scores: 0.53 ,roc-auc scores: 0.86 ,cohen scores: 0.44 
Threshold: 0.85 ,Senstivity: 0.27 ,Specificity: 1.00 ,Accuracy: 0.65 ,mcc scores: 0.40 ,roc-auc scores: 0.86 ,cohen scores: 0.28 
Threshold: 0.90 ,Senstivity: 0.27 ,Specificity: 1.00 ,Accuracy: 0.65 ,mcc scores: 0.40 ,roc-auc scores: 0.83 ,cohen scores: 0.28 
Threshold: 0.95 ,Senstivity: 0.14 ,Specificity: 1.00 ,Accuracy: 0.58 ,mcc scores: 0.27 ,roc-auc scores: 0.86 ,cohen scores: 0.14 
