extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-2.60,1.00,0.00,0.48,0.00,0.50,0.00
-2.50,1.00,0.00,0.48,0.00,0.50,0.00
-2.40,1.00,0.00,0.48,0.00,0.50,0.00
-2.30,1.00,0.00,0.48,0.00,0.50,0.00
-2.20,1.00,0.00,0.48,0.00,0.50,0.00
-2.10,1.00,0.00,0.48,0.00,0.50,0.00
-2.00,1.00,0.00,0.48,0.00,0.50,0.00
-1.90,1.00,0.00,0.48,0.00,0.50,0.00
-1.80,1.00,0.00,0.48,0.00,0.50,0.00
-1.70,1.00,0.00,0.48,0.00,0.50,0.00
-1.60,1.00,0.00,0.48,0.00,0.50,0.00
-1.50,1.00,0.00,0.48,0.00,0.50,0.00
-1.40,1.00,0.00,0.48,0.00,0.50,0.00
-1.30,1.00,0.00,0.48,0.00,0.50,0.00
-1.20,1.00,0.00,0.48,0.00,0.50,0.00
-1.10,1.00,0.00,0.48,0.00,0.50,0.00
-1.00,1.00,0.00,0.48,0.00,0.50,0.00
-0.90,1.00,0.00,0.48,0.00,0.50,0.00
-0.80,1.00,0.00,0.48,0.00,0.50,0.00
-0.70,1.00,0.00,0.48,0.00,0.50,0.00
-0.60,1.00,0.00,0.48,0.00,0.50,0.00
-0.50,1.00,0.00,0.48,0.00,0.50,0.00
-0.40,1.00,0.00,0.48,0.00,0.50,0.00
-0.30,1.00,0.00,0.48,0.00,0.50,0.00
-0.20,1.00,0.00,0.48,0.00,0.50,0.00
-0.10,1.00,0.00,0.48,0.00,0.50,0.00
0.00,1.00,0.00,0.48,0.00,0.50,0.00
0.10,1.00,0.00,0.48,0.00,0.50,0.00
0.20,1.00,0.00,0.48,0.00,0.50,0.00
0.30,1.00,0.00,0.48,0.00,0.50,0.00
0.40,1.00,0.00,0.48,0.00,0.50,0.00
0.50,1.00,0.00,0.48,0.00,0.50,0.00
0.60,1.00,0.00,0.48,0.00,0.50,0.00
0.70,1.00,0.00,0.48,0.00,0.50,0.00
0.80,1.00,0.00,0.48,0.00,0.50,0.00
0.90,1.00,0.00,0.48,0.00,0.50,0.00
1.00,0.00,1.00,0.52,0.00,0.50,0.00
1.10,0.00,1.00,0.52,0.00,0.50,0.00
1.20,0.00,1.00,0.52,0.00,0.50,0.00
1.30,0.00,1.00,0.52,0.00,0.50,0.00
1.40,0.00,1.00,0.52,0.00,0.50,0.00
1.50,0.00,1.00,0.52,0.00,0.50,0.00
1.60,0.00,1.00,0.52,0.00,0.50,0.00
1.70,0.00,1.00,0.52,0.00,0.50,0.00
1.80,0.00,1.00,0.52,0.00,0.50,0.00
1.90,0.00,1.00,0.52,0.00,0.50,0.00
2.00,0.00,1.00,0.52,0.00,0.50,0.00
2.10,0.00,1.00,0.52,0.00,0.50,0.00
2.20,0.00,1.00,0.52,0.00,0.50,0.00
2.30,0.00,1.00,0.52,0.00,0.50,0.00
2.40,0.00,1.00,0.52,0.00,0.50,0.00
2.50,0.00,1.00,0.52,0.00,0.50,0.00
2.60,0.00,1.00,0.52,0.00,0.50,0.00
2.70,0.00,1.00,0.52,0.00,0.50,0.00
2.80,0.00,1.00,0.52,0.00,0.50,0.00
2.90,0.00,1.00,0.52,0.00,0.50,0.00

svm_dpc_c10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.50,0.00
-2.90,1.00,0.00,0.52,0.00,0.50,0.00
-2.80,1.00,0.00,0.52,0.00,0.50,0.00
-2.70,1.00,0.00,0.52,0.00,0.50,0.00
-2.60,1.00,0.00,0.52,0.00,0.50,0.00
-2.50,1.00,0.00,0.52,0.00,0.50,0.00
-2.40,1.00,0.00,0.52,0.00,0.50,0.00
-2.30,1.00,0.00,0.52,0.00,0.50,0.00
-2.20,1.00,0.00,0.52,0.00,0.50,0.00
-2.10,1.00,0.00,0.52,0.00,0.50,0.00
-2.00,1.00,0.00,0.52,0.00,0.50,0.00
-1.90,1.00,0.00,0.52,0.00,0.50,0.00
-1.80,1.00,0.00,0.52,0.00,0.50,0.00
-1.70,1.00,0.00,0.52,0.00,0.50,0.00
-1.60,1.00,0.00,0.52,0.00,0.50,0.00
-1.50,1.00,0.00,0.52,0.00,0.50,0.00
-1.40,1.00,0.00,0.52,0.00,0.50,0.00
-1.30,1.00,0.00,0.52,0.00,0.50,0.00
-1.20,1.00,0.00,0.52,0.00,0.50,0.00
-1.10,1.00,0.00,0.52,0.00,0.50,0.00
-1.00,1.00,0.00,0.52,0.00,0.50,0.00
-0.90,1.00,0.00,0.52,0.00,0.50,0.00
-0.80,1.00,0.00,0.52,0.00,0.50,0.00
-0.70,1.00,0.00,0.52,0.00,0.50,0.00
-0.60,1.00,0.00,0.52,0.00,0.50,0.00
-0.50,1.00,0.00,0.52,0.00,0.50,0.00
-0.40,1.00,0.00,0.52,0.00,0.50,0.00
-0.30,1.00,0.00,0.52,0.00,0.50,0.00
-0.20,1.00,0.00,0.52,0.00,0.50,0.00
-0.10,1.00,0.00,0.52,0.00,0.50,0.00
0.00,1.00,0.00,0.52,0.00,0.50,0.00
0.10,1.00,0.00,0.52,0.00,0.50,0.00
0.20,1.00,0.00,0.52,0.00,0.50,0.00
0.30,1.00,0.00,0.52,0.00,0.50,0.00
0.40,1.00,0.00,0.52,0.00,0.50,0.00
0.50,1.00,0.00,0.52,0.00,0.50,0.00
0.60,1.00,0.00,0.52,0.00,0.50,0.00
0.70,1.00,0.00,0.52,0.00,0.50,0.00
0.80,1.00,0.00,0.52,0.00,0.50,0.00
0.90,1.00,0.00,0.52,0.00,0.50,0.00
1.00,0.00,1.00,0.48,0.00,0.50,0.00
1.10,0.00,1.00,0.48,0.00,0.50,0.00
1.20,0.00,1.00,0.48,0.00,0.50,0.00
1.30,0.00,1.00,0.48,0.00,0.50,0.00
1.40,0.00,1.00,0.48,0.00,0.50,0.00
1.50,0.00,1.00,0.48,0.00,0.50,0.00
1.60,0.00,1.00,0.48,0.00,0.50,0.00
1.70,0.00,1.00,0.48,0.00,0.50,0.00
1.80,0.00,1.00,0.48,0.00,0.50,0.00
1.90,0.00,1.00,0.48,0.00,0.50,0.00
2.00,0.00,1.00,0.48,0.00,0.50,0.00
2.10,0.00,1.00,0.48,0.00,0.50,0.00
2.20,0.00,1.00,0.48,0.00,0.50,0.00
2.30,0.00,1.00,0.48,0.00,0.50,0.00
2.40,0.00,1.00,0.48,0.00,0.50,0.00
2.50,0.00,1.00,0.48,0.00,0.50,0.00
2.60,0.00,1.00,0.48,0.00,0.50,0.00
2.70,0.00,1.00,0.48,0.00,0.50,0.00
2.80,0.00,1.00,0.48,0.00,0.50,0.00
2.90,0.00,1.00,0.48,0.00,0.50,0.00

svm_kfold_dpc_c10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.50,0.00
-2.90,1.00,0.00,0.49,0.00,0.50,0.00
-2.80,1.00,0.00,0.49,0.00,0.50,0.00
-2.70,1.00,0.00,0.49,0.00,0.50,0.00
-2.60,1.00,0.00,0.49,0.00,0.50,0.00
-2.50,1.00,0.00,0.49,0.00,0.50,0.00
-2.40,1.00,0.00,0.49,0.00,0.50,0.00
-2.30,1.00,0.00,0.49,0.00,0.50,0.00
-2.20,1.00,0.00,0.49,0.00,0.50,0.00
-2.10,1.00,0.00,0.49,0.00,0.50,0.00
-2.00,1.00,0.00,0.49,0.00,0.50,0.00
-1.90,1.00,0.00,0.49,0.00,0.50,0.00
-1.80,1.00,0.00,0.49,0.00,0.50,0.00
-1.70,1.00,0.00,0.49,0.00,0.50,0.00
-1.60,1.00,0.00,0.49,0.00,0.50,0.00
-1.50,1.00,0.00,0.49,0.00,0.50,0.00
-1.40,1.00,0.00,0.49,0.00,0.50,0.00
-1.30,1.00,0.00,0.49,0.00,0.50,0.00
-1.20,1.00,0.00,0.49,0.00,0.50,0.00
-1.10,1.00,0.00,0.49,0.00,0.50,0.00
-1.00,1.00,0.00,0.49,0.00,0.50,0.00
-0.90,1.00,0.00,0.49,0.00,0.50,0.00
-0.80,1.00,0.00,0.49,0.00,0.50,0.00
-0.70,1.00,0.00,0.49,0.00,0.50,0.00
-0.60,1.00,0.00,0.49,0.00,0.50,0.00
-0.50,1.00,0.00,0.49,0.00,0.50,0.00
-0.40,1.00,0.00,0.49,0.00,0.50,0.00
-0.30,1.00,0.00,0.49,0.00,0.50,0.00
-0.20,1.00,0.00,0.49,0.00,0.50,0.00
-0.10,1.00,0.00,0.49,0.00,0.50,0.00
0.00,1.00,0.00,0.49,0.00,0.50,0.00
0.10,1.00,0.00,0.49,0.00,0.50,0.00
0.20,1.00,0.00,0.49,0.00,0.50,0.00
0.30,1.00,0.00,0.49,0.00,0.50,0.00
0.40,1.00,0.00,0.49,0.00,0.50,0.00
0.50,1.00,0.00,0.49,0.00,0.50,0.00
0.60,1.00,0.00,0.49,0.00,0.50,0.00
0.70,1.00,0.00,0.49,0.00,0.50,0.00
0.80,1.00,0.00,0.49,0.00,0.50,0.00
0.90,1.00,0.00,0.49,0.00,0.50,0.00
1.00,0.00,1.00,0.51,0.00,0.50,0.00
1.10,0.00,1.00,0.51,0.00,0.50,0.00
1.20,0.00,1.00,0.51,0.00,0.50,0.00
1.30,0.00,1.00,0.51,0.00,0.50,0.00
1.40,0.00,1.00,0.51,0.00,0.50,0.00
1.50,0.00,1.00,0.51,0.00,0.50,0.00
1.60,0.00,1.00,0.51,0.00,0.50,0.00
1.70,0.00,1.00,0.51,0.00,0.50,0.00
1.80,0.00,1.00,0.51,0.00,0.50,0.00
1.90,0.00,1.00,0.51,0.00,0.50,0.00
2.00,0.00,1.00,0.51,0.00,0.50,0.00
2.10,0.00,1.00,0.51,0.00,0.50,0.00
2.20,0.00,1.00,0.51,0.00,0.50,0.00
2.30,0.00,1.00,0.51,0.00,0.50,0.00
2.40,0.00,1.00,0.51,0.00,0.50,0.00
2.50,0.00,1.00,0.51,0.00,0.50,0.00
2.60,0.00,1.00,0.51,0.00,0.50,0.00
2.70,0.00,1.00,0.51,0.00,0.50,0.00
2.80,0.00,1.00,0.51,0.00,0.50,0.00
2.90,0.00,1.00,0.51,0.00,0.50,0.00

svm_dpc_c15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.50,0.00
-2.90,1.00,0.00,0.48,0.00,0.50,0.00
-2.80,1.00,0.00,0.48,0.00,0.50,0.00
-2.70,1.00,0.00,0.48,0.00,0.50,0.00
-2.60,1.00,0.00,0.48,0.00,0.50,0.00
-2.50,1.00,0.00,0.48,0.00,0.50,0.00
-2.40,1.00,0.00,0.48,0.00,0.50,0.00
-2.30,1.00,0.00,0.48,0.00,0.50,0.00
-2.20,1.00,0.00,0.48,0.00,0.50,0.00
-2.10,1.00,0.00,0.48,0.00,0.50,0.00
-2.00,1.00,0.00,0.48,0.00,0.50,0.00
-1.90,1.00,0.00,0.48,0.00,0.50,0.00
-1.80,1.00,0.00,0.48,0.00,0.50,0.00
-1.70,1.00,0.00,0.48,0.00,0.50,0.00
-1.60,1.00,0.00,0.48,0.00,0.50,0.00
-1.50,1.00,0.00,0.48,0.00,0.50,0.00
-1.40,1.00,0.00,0.48,0.00,0.50,0.00
-1.30,1.00,0.00,0.48,0.00,0.50,0.00
-1.20,1.00,0.00,0.48,0.00,0.50,0.00
-1.10,1.00,0.00,0.48,0.00,0.50,0.00
-1.00,0.00,1.00,0.52,0.00,0.50,0.00
-0.90,0.00,1.00,0.52,0.00,0.50,0.00
-0.80,0.00,1.00,0.52,0.00,0.50,0.00
-0.70,0.00,1.00,0.52,0.00,0.50,0.00
-0.60,0.00,1.00,0.52,0.00,0.50,0.00
-0.50,0.00,1.00,0.52,0.00,0.50,0.00
-0.40,0.00,1.00,0.52,0.00,0.50,0.00
-0.30,0.00,1.00,0.52,0.00,0.50,0.00
-0.20,0.00,1.00,0.52,0.00,0.50,0.00
-0.10,0.00,1.00,0.52,0.00,0.50,0.00
0.00,0.00,1.00,0.52,0.00,0.50,0.00
0.10,0.00,1.00,0.52,0.00,0.50,0.00
0.20,0.00,1.00,0.52,0.00,0.50,0.00
0.30,0.00,1.00,0.52,0.00,0.50,0.00
0.40,0.00,1.00,0.52,0.00,0.50,0.00
0.50,0.00,1.00,0.52,0.00,0.50,0.00
0.60,0.00,1.00,0.52,0.00,0.50,0.00
0.70,0.00,1.00,0.52,0.00,0.50,0.00
0.80,0.00,1.00,0.52,0.00,0.50,0.00
0.90,0.00,1.00,0.52,0.00,0.50,0.00
1.00,0.00,1.00,0.52,0.00,0.50,0.00
1.10,0.00,1.00,0.52,0.00,0.50,0.00
1.20,0.00,1.00,0.52,0.00,0.50,0.00
1.30,0.00,1.00,0.52,0.00,0.50,0.00
1.40,0.00,1.00,0.52,0.00,0.50,0.00
1.50,0.00,1.00,0.52,0.00,0.50,0.00
1.60,0.00,1.00,0.52,0.00,0.50,0.00
1.70,0.00,1.00,0.52,0.00,0.50,0.00
1.80,0.00,1.00,0.52,0.00,0.50,0.00
1.90,0.00,1.00,0.52,0.00,0.50,0.00
2.00,0.00,1.00,0.52,0.00,0.50,0.00
2.10,0.00,1.00,0.52,0.00,0.50,0.00
2.20,0.00,1.00,0.52,0.00,0.50,0.00
2.30,0.00,1.00,0.52,0.00,0.50,0.00
2.40,0.00,1.00,0.52,0.00,0.50,0.00
2.50,0.00,1.00,0.52,0.00,0.50,0.00
2.60,0.00,1.00,0.52,0.00,0.50,0.00
2.70,0.00,1.00,0.52,0.00,0.50,0.00
2.80,0.00,1.00,0.52,0.00,0.50,0.00
2.90,0.00,1.00,0.52,0.00,0.50,0.00

svm_kfold_dpc_c15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.50,0.00
-2.90,1.00,0.00,0.51,0.00,0.50,0.00
-2.80,1.00,0.00,0.51,0.00,0.50,0.00
-2.70,1.00,0.00,0.51,0.00,0.50,0.00
-2.60,1.00,0.00,0.51,0.00,0.50,0.00
-2.50,1.00,0.00,0.51,0.00,0.50,0.00
-2.40,1.00,0.00,0.51,0.00,0.50,0.00
-2.30,1.00,0.00,0.51,0.00,0.50,0.00
-2.20,1.00,0.00,0.51,0.00,0.50,0.00
-2.10,1.00,0.00,0.51,0.00,0.50,0.00
-2.00,1.00,0.00,0.51,0.00,0.50,0.00
-1.90,1.00,0.00,0.51,0.00,0.50,0.00
-1.80,1.00,0.00,0.51,0.00,0.50,0.00
-1.70,1.00,0.00,0.51,0.00,0.50,0.00
-1.60,1.00,0.00,0.51,0.00,0.50,0.00
-1.50,1.00,0.00,0.51,0.00,0.50,0.00
-1.40,1.00,0.00,0.51,0.00,0.50,0.00
-1.30,1.00,0.00,0.51,0.00,0.50,0.00
-1.20,1.00,0.00,0.51,0.00,0.50,0.00
-1.10,1.00,0.00,0.51,0.00,0.50,0.00
-1.00,0.00,1.00,0.49,0.00,0.50,0.00
-0.90,0.00,1.00,0.49,0.00,0.50,0.00
-0.80,0.00,1.00,0.49,0.00,0.50,0.00
-0.70,0.00,1.00,0.49,0.00,0.50,0.00
-0.60,0.00,1.00,0.49,0.00,0.50,0.00
-0.50,0.00,1.00,0.49,0.00,0.50,0.00
-0.40,0.00,1.00,0.49,0.00,0.50,0.00
-0.30,0.00,1.00,0.49,0.00,0.50,0.00
-0.20,0.00,1.00,0.49,0.00,0.50,0.00
-0.10,0.00,1.00,0.49,0.00,0.50,0.00
0.00,0.00,1.00,0.49,0.00,0.50,0.00
0.10,0.00,1.00,0.49,0.00,0.50,0.00
0.20,0.00,1.00,0.49,0.00,0.50,0.00
0.30,0.00,1.00,0.49,0.00,0.50,0.00
0.40,0.00,1.00,0.49,0.00,0.50,0.00
0.50,0.00,1.00,0.49,0.00,0.50,0.00
0.60,0.00,1.00,0.49,0.00,0.50,0.00
0.70,0.00,1.00,0.49,0.00,0.50,0.00
0.80,0.00,1.00,0.49,0.00,0.50,0.00
0.90,0.00,1.00,0.49,0.00,0.50,0.00
1.00,0.00,1.00,0.49,0.00,0.50,0.00
1.10,0.00,1.00,0.49,0.00,0.50,0.00
1.20,0.00,1.00,0.49,0.00,0.50,0.00
1.30,0.00,1.00,0.49,0.00,0.50,0.00
1.40,0.00,1.00,0.49,0.00,0.50,0.00
1.50,0.00,1.00,0.49,0.00,0.50,0.00
1.60,0.00,1.00,0.49,0.00,0.50,0.00
1.70,0.00,1.00,0.49,0.00,0.50,0.00
1.80,0.00,1.00,0.49,0.00,0.50,0.00
1.90,0.00,1.00,0.49,0.00,0.50,0.00
2.00,0.00,1.00,0.49,0.00,0.50,0.00
2.10,0.00,1.00,0.49,0.00,0.50,0.00
2.20,0.00,1.00,0.49,0.00,0.50,0.00
2.30,0.00,1.00,0.49,0.00,0.50,0.00
2.40,0.00,1.00,0.49,0.00,0.50,0.00
2.50,0.00,1.00,0.49,0.00,0.50,0.00
2.60,0.00,1.00,0.49,0.00,0.50,0.00
2.70,0.00,1.00,0.49,0.00,0.50,0.00
2.80,0.00,1.00,0.49,0.00,0.50,0.00
2.90,0.00,1.00,0.49,0.00,0.50,0.00

svm_dpc_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.91,0.00
-2.90,1.00,0.00,0.50,0.00,0.91,0.00
-2.80,1.00,0.00,0.50,0.00,0.91,0.00
-2.70,1.00,0.00,0.50,0.00,0.91,0.00
-2.60,1.00,0.00,0.50,0.00,0.91,0.00
-2.50,1.00,0.00,0.50,0.00,0.91,0.00
-2.40,1.00,0.00,0.50,0.00,0.91,0.00
-2.30,1.00,0.00,0.50,0.00,0.91,0.00
-2.20,1.00,0.00,0.50,0.00,0.91,0.00
-2.10,1.00,0.00,0.50,0.00,0.91,0.00
-2.00,1.00,0.00,0.50,0.00,0.91,0.00
-1.90,1.00,0.00,0.50,0.00,0.91,0.00
-1.80,1.00,0.00,0.50,0.00,0.91,0.00
-1.70,1.00,0.00,0.50,0.00,0.91,0.00
-1.60,1.00,0.00,0.50,0.00,0.91,0.00
-1.50,1.00,0.00,0.50,0.00,0.91,0.00
-1.40,1.00,0.00,0.50,0.00,0.91,0.00
-1.30,1.00,0.00,0.50,0.00,0.91,0.00
-1.20,1.00,0.00,0.50,0.00,0.91,0.00
-1.10,1.00,0.00,0.50,0.00,0.91,0.00
-1.00,1.00,0.01,0.50,0.05,0.91,0.01
-0.90,1.00,0.01,0.50,0.05,0.91,0.01
-0.80,0.99,0.03,0.51,0.10,0.91,0.03
-0.70,0.99,0.05,0.52,0.14,0.91,0.05
-0.60,0.98,0.15,0.57,0.25,0.91,0.14
-0.50,0.96,0.35,0.65,0.39,0.91,0.31
-0.40,0.93,0.57,0.75,0.53,0.91,0.50
-0.30,0.88,0.76,0.82,0.64,0.91,0.64
-0.20,0.83,0.84,0.83,0.66,0.91,0.66
-0.10,0.78,0.90,0.84,0.68,0.91,0.68
0.00,0.73,0.94,0.83,0.69,0.91,0.67
0.10,0.69,0.95,0.82,0.67,0.91,0.65
0.20,0.67,0.98,0.83,0.69,0.91,0.65
0.30,0.65,0.99,0.82,0.68,0.91,0.64
0.40,0.65,0.99,0.82,0.69,0.91,0.64
0.50,0.64,0.99,0.82,0.68,0.91,0.64
0.60,0.62,1.00,0.81,0.67,0.91,0.62
0.70,0.61,1.00,0.81,0.66,0.91,0.61
0.80,0.60,1.00,0.80,0.66,0.91,0.60
0.90,0.60,1.00,0.80,0.66,0.91,0.60
1.00,0.28,1.00,0.64,0.41,0.91,0.29
1.10,0.00,1.00,0.50,0.00,0.91,0.00
1.20,0.00,1.00,0.50,0.00,0.91,0.00
1.30,0.00,1.00,0.50,0.00,0.91,0.00
1.40,0.00,1.00,0.50,0.00,0.91,0.00
1.50,0.00,1.00,0.50,0.00,0.91,0.00
1.60,0.00,1.00,0.50,0.00,0.91,0.00
1.70,0.00,1.00,0.50,0.00,0.91,0.00
1.80,0.00,1.00,0.50,0.00,0.91,0.00
1.90,0.00,1.00,0.50,0.00,0.91,0.00
2.00,0.00,1.00,0.50,0.00,0.91,0.00
2.10,0.00,1.00,0.50,0.00,0.91,0.00
2.20,0.00,1.00,0.50,0.00,0.91,0.00
2.30,0.00,1.00,0.50,0.00,0.91,0.00
2.40,0.00,1.00,0.50,0.00,0.91,0.00
2.50,0.00,1.00,0.50,0.00,0.91,0.00
2.60,0.00,1.00,0.50,0.00,0.91,0.00
2.70,0.00,1.00,0.50,0.00,0.91,0.00
2.80,0.00,1.00,0.50,0.00,0.91,0.00
2.90,0.00,1.00,0.50,0.00,0.91,0.00

svm_kfold_dpc_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.86,0.00
-2.90,1.00,0.00,0.48,0.00,0.86,0.00
-2.80,1.00,0.00,0.48,0.00,0.86,0.00
-2.70,1.00,0.00,0.48,0.00,0.86,0.00
-2.60,1.00,0.00,0.48,0.00,0.86,0.00
-2.50,1.00,0.00,0.48,0.00,0.86,0.00
-2.40,1.00,0.00,0.48,0.00,0.86,0.00
-2.30,1.00,0.00,0.48,0.00,0.86,0.00
-2.20,1.00,0.00,0.48,0.00,0.86,0.00
-2.10,1.00,0.00,0.48,0.00,0.86,0.00
-2.00,1.00,0.00,0.48,0.00,0.86,0.00
-1.90,1.00,0.00,0.48,0.00,0.86,0.00
-1.80,1.00,0.00,0.48,0.00,0.86,0.00
-1.70,1.00,0.00,0.48,0.00,0.86,0.00
-1.60,1.00,0.00,0.48,0.00,0.86,0.00
-1.50,1.00,0.00,0.48,0.00,0.86,0.00
-1.40,1.00,0.00,0.48,0.00,0.86,0.00
-1.30,1.00,0.00,0.48,0.00,0.86,0.00
-1.20,1.00,0.00,0.48,0.00,0.86,0.00
-1.10,1.00,0.00,0.48,0.00,0.86,0.00
-1.00,1.00,0.00,0.48,0.00,0.86,0.00
-0.90,1.00,0.00,0.48,0.00,0.86,0.00
-0.80,1.00,0.00,0.48,0.00,0.86,0.00
-0.70,1.00,0.00,0.48,0.00,0.86,0.00
-0.60,1.00,0.00,0.48,0.00,0.86,0.00
-0.50,1.00,0.00,0.48,0.00,0.86,0.00
-0.40,0.97,0.00,0.47,-0.12,0.86,-0.03
-0.30,0.97,0.12,0.53,0.18,0.86,0.09
-0.20,0.84,0.57,0.70,0.43,0.86,0.41
-0.10,0.68,0.93,0.81,0.62,0.86,0.61
0.00,0.62,1.00,0.82,0.68,0.86,0.63
0.10,0.51,1.00,0.77,0.60,0.86,0.52
0.20,0.46,1.00,0.74,0.55,0.86,0.47
0.30,0.32,1.00,0.68,0.45,0.86,0.33
0.40,0.32,1.00,0.68,0.45,0.86,0.33
0.50,0.32,1.00,0.68,0.45,0.86,0.33
0.60,0.32,1.00,0.68,0.45,0.86,0.33
0.70,0.32,1.00,0.68,0.45,0.86,0.33
0.80,0.32,1.00,0.68,0.45,0.86,0.33
0.90,0.32,1.00,0.68,0.45,0.86,0.33
1.00,0.16,1.00,0.60,0.30,0.86,0.17
1.10,0.00,1.00,0.52,0.00,0.86,0.00
1.20,0.00,1.00,0.52,0.00,0.86,0.00
1.30,0.00,1.00,0.52,0.00,0.86,0.00
1.40,0.00,1.00,0.52,0.00,0.86,0.00
1.50,0.00,1.00,0.52,0.00,0.86,0.00
1.60,0.00,1.00,0.52,0.00,0.86,0.00
1.70,0.00,1.00,0.52,0.00,0.86,0.00
1.80,0.00,1.00,0.52,0.00,0.86,0.00
1.90,0.00,1.00,0.52,0.00,0.86,0.00
2.00,0.00,1.00,0.52,0.00,0.86,0.00
2.10,0.00,1.00,0.52,0.00,0.86,0.00
2.20,0.00,1.00,0.52,0.00,0.86,0.00
2.30,0.00,1.00,0.52,0.00,0.86,0.00
2.40,0.00,1.00,0.52,0.00,0.86,0.00
2.50,0.00,1.00,0.52,0.00,0.86,0.00
2.60,0.00,1.00,0.52,0.00,0.86,0.00
2.70,0.00,1.00,0.52,0.00,0.86,0.00
2.80,0.00,1.00,0.52,0.00,0.86,0.00
2.90,0.00,1.00,0.52,0.00,0.86,0.00

svm_dpc_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.93,0.00
-2.90,1.00,0.00,0.52,0.00,0.93,0.00
-2.80,1.00,0.00,0.52,0.00,0.93,0.00
-2.70,1.00,0.00,0.52,0.00,0.93,0.00
-2.60,1.00,0.00,0.52,0.00,0.93,0.00
-2.50,1.00,0.00,0.52,0.00,0.93,0.00
-2.40,1.00,0.00,0.52,0.00,0.93,0.00
-2.30,1.00,0.00,0.52,0.00,0.93,0.00
-2.20,1.00,0.00,0.52,0.00,0.93,0.00
-2.10,1.00,0.00,0.52,0.00,0.93,0.00
-2.00,1.00,0.00,0.52,0.00,0.93,0.00
-1.90,1.00,0.00,0.52,0.00,0.93,0.00
-1.80,1.00,0.00,0.52,0.00,0.93,0.00
-1.70,1.00,0.00,0.52,0.00,0.93,0.00
-1.60,1.00,0.00,0.52,0.00,0.93,0.00
-1.50,1.00,0.00,0.52,0.00,0.93,0.00
-1.40,1.00,0.01,0.53,0.06,0.93,0.01
-1.30,0.99,0.02,0.53,0.06,0.93,0.01
-1.20,0.99,0.04,0.54,0.12,0.93,0.04
-1.10,0.99,0.09,0.57,0.21,0.93,0.09
-1.00,0.98,0.16,0.59,0.26,0.93,0.15
-0.90,0.97,0.25,0.63,0.33,0.93,0.23
-0.80,0.96,0.35,0.67,0.40,0.93,0.32
-0.70,0.96,0.41,0.70,0.45,0.93,0.38
-0.60,0.95,0.49,0.73,0.50,0.93,0.45
-0.50,0.92,0.61,0.77,0.56,0.93,0.54
-0.40,0.92,0.69,0.81,0.63,0.93,0.61
-0.30,0.91,0.77,0.84,0.68,0.93,0.68
-0.20,0.87,0.82,0.85,0.70,0.93,0.69
-0.10,0.85,0.89,0.87,0.74,0.93,0.74
0.00,0.84,0.93,0.88,0.77,0.93,0.76
0.10,0.82,0.94,0.88,0.76,0.93,0.76
0.20,0.80,0.96,0.88,0.76,0.93,0.75
0.30,0.76,0.98,0.86,0.75,0.93,0.73
0.40,0.72,0.98,0.85,0.72,0.93,0.69
0.50,0.69,0.98,0.83,0.70,0.93,0.67
0.60,0.65,1.00,0.81,0.68,0.93,0.64
0.70,0.61,1.00,0.80,0.65,0.93,0.60
0.80,0.58,1.00,0.78,0.63,0.93,0.57
0.90,0.53,1.00,0.75,0.59,0.93,0.52
1.00,0.41,1.00,0.69,0.50,0.93,0.40
1.10,0.19,1.00,0.58,0.32,0.93,0.19
1.20,0.14,1.00,0.55,0.27,0.93,0.14
1.30,0.09,1.00,0.52,0.22,0.93,0.09
1.40,0.04,1.00,0.50,0.14,0.93,0.04
1.50,0.02,1.00,0.49,0.10,0.93,0.02
1.60,0.01,1.00,0.48,0.07,0.93,0.01
1.70,0.01,1.00,0.48,0.07,0.93,0.01
1.80,0.01,1.00,0.48,0.05,0.93,0.01
1.90,0.00,1.00,0.48,0.00,0.93,0.00
2.00,0.00,1.00,0.48,0.00,0.93,0.00
2.10,0.00,1.00,0.48,0.00,0.93,0.00
2.20,0.00,1.00,0.48,0.00,0.93,0.00
2.30,0.00,1.00,0.48,0.00,0.93,0.00
2.40,0.00,1.00,0.48,0.00,0.93,0.00
2.50,0.00,1.00,0.48,0.00,0.93,0.00
2.60,0.00,1.00,0.48,0.00,0.93,0.00
2.70,0.00,1.00,0.48,0.00,0.93,0.00
2.80,0.00,1.00,0.48,0.00,0.93,0.00
