extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
2.00,0.00,1.00,0.49,0.00,0.72,0.00
2.10,0.00,1.00,0.49,0.00,0.72,0.00
2.20,0.00,1.00,0.49,0.00,0.72,0.00
2.30,0.00,1.00,0.49,0.00,0.72,0.00
2.40,0.00,1.00,0.49,0.00,0.72,0.00
2.50,0.00,1.00,0.49,0.00,0.72,0.00
2.60,0.00,1.00,0.49,0.00,0.72,0.00
2.70,0.00,1.00,0.49,0.00,0.72,0.00
2.80,0.00,1.00,0.49,0.00,0.72,0.00
2.90,0.00,1.00,0.49,0.00,0.72,0.00

svm_kfold_dpc_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.69,0.00
-2.90,1.00,0.00,0.47,0.00,0.69,0.00
-2.80,1.00,0.00,0.47,0.00,0.69,0.00
-2.70,1.00,0.00,0.47,0.00,0.69,0.00
-2.60,1.00,0.00,0.47,0.00,0.69,0.00
-2.50,1.00,0.00,0.47,0.00,0.69,0.00
-2.40,1.00,0.00,0.47,0.00,0.69,0.00
-2.30,1.00,0.00,0.47,0.00,0.69,0.00
-2.20,1.00,0.00,0.47,0.00,0.69,0.00
-2.10,1.00,0.00,0.47,0.00,0.69,0.00
-2.00,1.00,0.00,0.47,0.00,0.69,0.00
-1.90,1.00,0.00,0.47,0.00,0.69,0.00
-1.80,1.00,0.00,0.47,0.00,0.69,0.00
-1.70,1.00,0.00,0.47,0.00,0.69,0.00
-1.60,1.00,0.00,0.47,0.00,0.69,0.00
-1.50,1.00,0.00,0.47,0.00,0.69,0.00
-1.40,1.00,0.00,0.47,0.00,0.69,0.00
-1.30,1.00,0.00,0.47,0.00,0.69,0.00
-1.20,1.00,0.00,0.47,0.00,0.69,0.00
-1.10,1.00,0.00,0.47,0.00,0.69,0.00
-1.00,0.94,0.03,0.45,-0.08,0.69,-0.03
-0.90,0.94,0.07,0.48,0.04,0.69,0.02
-0.80,0.94,0.07,0.48,0.04,0.69,0.02
-0.70,0.91,0.07,0.47,-0.02,0.69,-0.01
-0.60,0.89,0.15,0.49,0.05,0.69,0.03
-0.50,0.89,0.17,0.51,0.09,0.69,0.06
-0.40,0.89,0.25,0.55,0.17,0.69,0.13
-0.30,0.77,0.38,0.56,0.16,0.69,0.14
-0.20,0.71,0.47,0.59,0.19,0.69,0.19
-0.10,0.66,0.57,0.61,0.23,0.69,0.23
0.00,0.63,0.62,0.63,0.25,0.69,0.25
0.10,0.57,0.68,0.63,0.25,0.69,0.25
0.20,0.51,0.80,0.67,0.33,0.69,0.32
0.30,0.49,0.85,0.68,0.36,0.69,0.34
0.40,0.43,0.90,0.68,0.38,0.69,0.34
0.50,0.40,0.90,0.67,0.35,0.69,0.31
0.60,0.37,0.93,0.67,0.36,0.69,0.31
0.70,0.37,0.93,0.67,0.36,0.69,0.31
0.80,0.31,0.93,0.64,0.31,0.69,0.25
0.90,0.29,1.00,0.67,0.42,0.69,0.30
1.00,0.20,1.00,0.63,0.34,0.69,0.21
1.10,0.06,1.00,0.56,0.18,0.69,0.06
1.20,0.06,1.00,0.56,0.18,0.69,0.06
1.30,0.03,1.00,0.55,0.12,0.69,0.03
1.40,0.00,1.00,0.53,0.00,0.69,0.00
1.50,0.00,1.00,0.53,0.00,0.69,0.00
1.60,0.00,1.00,0.53,0.00,0.69,0.00
1.70,0.00,1.00,0.53,0.00,0.69,0.00
1.80,0.00,1.00,0.53,0.00,0.69,0.00
1.90,0.00,1.00,0.53,0.00,0.69,0.00
2.00,0.00,1.00,0.53,0.00,0.69,0.00
2.10,0.00,1.00,0.53,0.00,0.69,0.00
2.20,0.00,1.00,0.53,0.00,0.69,0.00
2.30,0.00,1.00,0.53,0.00,0.69,0.00
2.40,0.00,1.00,0.53,0.00,0.69,0.00
2.50,0.00,1.00,0.53,0.00,0.69,0.00
2.60,0.00,1.00,0.53,0.00,0.69,0.00
2.70,0.00,1.00,0.53,0.00,0.69,0.00
2.80,0.00,1.00,0.53,0.00,0.69,0.00
2.90,0.00,1.00,0.53,0.00,0.69,0.00

svm_dpc_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.71,0.00
-2.90,1.00,0.00,0.47,0.00,0.71,0.00
-2.80,1.00,0.00,0.47,0.00,0.71,0.00
-2.70,1.00,0.00,0.47,0.00,0.71,0.00
-2.60,1.00,0.00,0.47,0.00,0.71,0.00
-2.50,1.00,0.00,0.47,0.00,0.71,0.00
-2.40,1.00,0.00,0.47,0.00,0.71,0.00
-2.30,1.00,0.00,0.47,0.00,0.71,0.00
-2.20,1.00,0.00,0.47,0.00,0.71,0.00
-2.10,1.00,0.00,0.47,0.00,0.71,0.00
-2.00,1.00,0.00,0.47,0.00,0.71,0.00
-1.90,1.00,0.00,0.47,0.00,0.71,0.00
-1.80,1.00,0.00,0.47,0.00,0.71,0.00
-1.70,1.00,0.00,0.47,0.00,0.71,0.00
-1.60,1.00,0.01,0.48,0.05,0.71,0.01
-1.50,1.00,0.01,0.48,0.05,0.71,0.01
-1.40,1.00,0.01,0.48,0.05,0.71,0.01
-1.30,0.99,0.03,0.48,0.07,0.71,0.02
-1.20,0.99,0.06,0.50,0.11,0.71,0.04
-1.10,0.99,0.09,0.52,0.17,0.71,0.08
-1.00,0.94,0.17,0.53,0.16,0.71,0.10
-0.90,0.85,0.25,0.54,0.13,0.71,0.10
-0.80,0.81,0.35,0.57,0.18,0.71,0.15
-0.70,0.76,0.41,0.57,0.17,0.71,0.16
-0.60,0.74,0.50,0.61,0.24,0.71,0.23
-0.50,0.67,0.54,0.60,0.21,0.71,0.21
-0.40,0.66,0.62,0.64,0.28,0.71,0.28
-0.30,0.62,0.66,0.64,0.28,0.71,0.28
-0.20,0.58,0.70,0.65,0.29,0.71,0.29
-0.10,0.56,0.75,0.66,0.32,0.71,0.32
0.00,0.54,0.81,0.68,0.36,0.71,0.35
0.10,0.48,0.84,0.67,0.35,0.71,0.33
0.20,0.43,0.87,0.66,0.34,0.71,0.31
0.30,0.43,0.92,0.69,0.40,0.71,0.35
0.40,0.41,0.92,0.68,0.39,0.71,0.34
0.50,0.38,0.96,0.69,0.42,0.71,0.35
0.60,0.36,0.97,0.68,0.42,0.71,0.34
0.70,0.31,0.99,0.67,0.41,0.71,0.31
0.80,0.26,0.99,0.64,0.37,0.71,0.26
0.90,0.22,0.99,0.62,0.33,0.71,0.21
1.00,0.13,1.00,0.59,0.27,0.71,0.14
1.10,0.08,1.00,0.56,0.21,0.71,0.08
1.20,0.01,1.00,0.53,0.09,0.71,0.01
1.30,0.01,1.00,0.53,0.06,0.71,0.01
1.40,0.00,1.00,0.53,0.00,0.71,0.00
1.50,0.00,1.00,0.53,0.00,0.71,0.00
1.60,0.00,1.00,0.53,0.00,0.71,0.00
1.70,0.00,1.00,0.53,0.00,0.71,0.00
1.80,0.00,1.00,0.53,0.00,0.71,0.00
1.90,0.00,1.00,0.53,0.00,0.71,0.00
2.00,0.00,1.00,0.53,0.00,0.71,0.00
2.10,0.00,1.00,0.53,0.00,0.71,0.00
2.20,0.00,1.00,0.53,0.00,0.71,0.00
2.30,0.00,1.00,0.53,0.00,0.71,0.00
2.40,0.00,1.00,0.53,0.00,0.71,0.00
2.50,0.00,1.00,0.53,0.00,0.71,0.00
2.60,0.00,1.00,0.53,0.00,0.71,0.00
2.70,0.00,1.00,0.53,0.00,0.71,0.00
2.80,0.00,1.00,0.53,0.00,0.71,0.00
2.90,0.00,1.00,0.53,0.00,0.71,0.00

svm_kfold_dpc_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.45,0.00,0.69,0.00
-2.90,1.00,0.00,0.45,0.00,0.69,0.00
-2.80,1.00,0.00,0.45,0.00,0.69,0.00
-2.70,1.00,0.00,0.45,0.00,0.69,0.00
-2.60,1.00,0.00,0.45,0.00,0.69,0.00
-2.50,1.00,0.00,0.45,0.00,0.69,0.00
-2.40,1.00,0.00,0.45,0.00,0.69,0.00
-2.30,1.00,0.00,0.45,0.00,0.69,0.00
-2.20,1.00,0.00,0.45,0.00,0.69,0.00
-2.10,1.00,0.00,0.45,0.00,0.69,0.00
-2.00,1.00,0.00,0.45,0.00,0.69,0.00
-1.90,1.00,0.00,0.45,0.00,0.69,0.00
-1.80,1.00,0.00,0.45,0.00,0.69,0.00
-1.70,1.00,0.00,0.45,0.00,0.69,0.00
-1.60,1.00,0.00,0.45,0.00,0.69,0.00
-1.50,1.00,0.00,0.45,0.00,0.69,0.00
-1.40,1.00,0.00,0.45,0.00,0.69,0.00
-1.30,1.00,0.00,0.45,0.00,0.69,0.00
-1.20,1.00,0.00,0.45,0.00,0.69,0.00
-1.10,1.00,0.03,0.47,0.12,0.69,0.03
-1.00,0.96,0.06,0.47,0.05,0.69,0.02
-0.90,0.96,0.09,0.48,0.11,0.69,0.05
-0.80,0.96,0.15,0.52,0.19,0.69,0.10
-0.70,0.96,0.15,0.52,0.19,0.69,0.10
-0.60,0.89,0.21,0.52,0.13,0.69,0.09
-0.50,0.81,0.27,0.52,0.10,0.69,0.08
-0.40,0.70,0.33,0.50,0.04,0.69,0.04
-0.30,0.63,0.55,0.58,0.17,0.69,0.17
-0.20,0.63,0.67,0.65,0.30,0.69,0.30
-0.10,0.59,0.70,0.65,0.29,0.69,0.29
0.00,0.48,0.82,0.67,0.32,0.69,0.31
0.10,0.48,0.94,0.73,0.48,0.69,0.44
0.20,0.37,0.97,0.70,0.44,0.69,0.36
0.30,0.37,0.97,0.70,0.44,0.69,0.36
0.40,0.37,0.97,0.70,0.44,0.69,0.36
0.50,0.37,0.97,0.70,0.44,0.69,0.36
0.60,0.33,0.97,0.68,0.40,0.69,0.32
0.70,0.26,1.00,0.67,0.40,0.69,0.28
0.80,0.19,1.00,0.63,0.33,0.69,0.20
0.90,0.11,1.00,0.60,0.25,0.69,0.12
1.00,0.04,1.00,0.57,0.14,0.69,0.04
1.10,0.04,1.00,0.57,0.14,0.69,0.04
1.20,0.00,1.00,0.55,0.00,0.69,0.00
1.30,0.00,1.00,0.55,0.00,0.69,0.00
1.40,0.00,1.00,0.55,0.00,0.69,0.00
1.50,0.00,1.00,0.55,0.00,0.69,0.00
1.60,0.00,1.00,0.55,0.00,0.69,0.00
1.70,0.00,1.00,0.55,0.00,0.69,0.00
1.80,0.00,1.00,0.55,0.00,0.69,0.00
1.90,0.00,1.00,0.55,0.00,0.69,0.00
2.00,0.00,1.00,0.55,0.00,0.69,0.00
2.10,0.00,1.00,0.55,0.00,0.69,0.00
2.20,0.00,1.00,0.55,0.00,0.69,0.00
2.30,0.00,1.00,0.55,0.00,0.69,0.00
2.40,0.00,1.00,0.55,0.00,0.69,0.00
2.50,0.00,1.00,0.55,0.00,0.69,0.00
2.60,0.00,1.00,0.55,0.00,0.69,0.00
2.70,0.00,1.00,0.55,0.00,0.69,0.00
2.80,0.00,1.00,0.55,0.00,0.69,0.00
2.90,0.00,1.00,0.55,0.00,0.69,0.00

svm_dpc_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.72,0.00
-2.90,1.00,0.00,0.50,0.00,0.72,0.00
-2.80,1.00,0.00,0.50,0.00,0.72,0.00
-2.70,1.00,0.00,0.50,0.00,0.72,0.00
-2.60,1.00,0.00,0.50,0.00,0.72,0.00
-2.50,1.00,0.00,0.50,0.00,0.72,0.00
-2.40,1.00,0.00,0.50,0.00,0.72,0.00
-2.30,1.00,0.00,0.50,0.00,0.72,0.00
-2.20,1.00,0.00,0.50,0.00,0.72,0.00
-2.10,1.00,0.00,0.50,0.00,0.72,0.00
-2.00,1.00,0.00,0.50,0.00,0.72,0.00
-1.90,1.00,0.00,0.50,0.00,0.72,0.00
-1.80,1.00,0.00,0.50,0.00,0.72,0.00
-1.70,1.00,0.00,0.50,0.00,0.72,0.00
-1.60,1.00,0.00,0.50,0.00,0.72,0.00
-1.50,1.00,0.00,0.50,0.00,0.72,0.00
-1.40,1.00,0.00,0.50,0.00,0.72,0.00
-1.30,1.00,0.00,0.50,0.00,0.72,0.00
-1.20,1.00,0.01,0.50,0.05,0.72,0.01
-1.10,1.00,0.02,0.51,0.09,0.72,0.02
-1.00,0.99,0.07,0.53,0.17,0.72,0.07
-0.90,0.95,0.13,0.54,0.15,0.72,0.08
-0.80,0.91,0.20,0.56,0.16,0.72,0.11
-0.70,0.88,0.31,0.60,0.23,0.72,0.19
-0.60,0.81,0.38,0.60,0.22,0.72,0.20
-0.50,0.76,0.51,0.63,0.28,0.72,0.27
-0.40,0.68,0.62,0.65,0.31,0.72,0.31
-0.30,0.66,0.68,0.67,0.34,0.72,0.34
-0.20,0.63,0.75,0.69,0.38,0.72,0.38
-0.10,0.56,0.80,0.68,0.37,0.72,0.36
0.00,0.54,0.82,0.68,0.38,0.72,0.37
0.10,0.51,0.83,0.67,0.36,0.72,0.34
0.20,0.47,0.87,0.67,0.37,0.72,0.34
0.30,0.42,0.90,0.66,0.37,0.72,0.32
0.40,0.39,0.91,0.65,0.36,0.72,0.31
0.50,0.35,0.93,0.64,0.35,0.72,0.28
0.60,0.31,0.94,0.62,0.32,0.72,0.25
0.70,0.27,0.94,0.61,0.28,0.72,0.21
0.80,0.24,0.95,0.60,0.27,0.72,0.19
0.90,0.23,0.96,0.60,0.28,0.72,0.19
1.00,0.17,0.99,0.58,0.27,0.72,0.16
1.10,0.12,1.00,0.56,0.26,0.72,0.12
1.20,0.09,1.00,0.54,0.21,0.72,0.09
1.30,0.08,1.00,0.54,0.20,0.72,0.08
1.40,0.06,1.00,0.53,0.17,0.72,0.06
1.50,0.04,1.00,0.52,0.14,0.72,0.04
1.60,0.02,1.00,0.51,0.10,0.72,0.02
1.70,0.02,1.00,0.51,0.10,0.72,0.02
1.80,0.01,1.00,0.50,0.05,0.72,0.01
1.90,0.01,1.00,0.50,0.05,0.72,0.01
2.00,0.01,1.00,0.50,0.05,0.72,0.01
2.10,0.00,1.00,0.50,0.00,0.72,0.00
2.20,0.00,1.00,0.50,0.00,0.72,0.00
2.30,0.00,1.00,0.50,0.00,0.72,0.00
2.40,0.00,1.00,0.50,0.00,0.72,0.00
2.50,0.00,1.00,0.50,0.00,0.72,0.00
2.60,0.00,1.00,0.50,0.00,0.72,0.00
2.70,0.00,1.00,0.50,0.00,0.72,0.00
2.80,0.00,1.00,0.50,0.00,0.72,0.00
2.90,0.00,1.00,0.50,0.00,0.72,0.00

svm_kfold_dpc_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.70,0.00
-2.90,1.00,0.00,0.48,0.00,0.70,0.00
-2.80,1.00,0.00,0.48,0.00,0.70,0.00
-2.70,1.00,0.00,0.48,0.00,0.70,0.00
-2.60,1.00,0.00,0.48,0.00,0.70,0.00
-2.50,1.00,0.00,0.48,0.00,0.70,0.00
-2.40,1.00,0.00,0.48,0.00,0.70,0.00
-2.30,1.00,0.00,0.48,0.00,0.70,0.00
-2.20,1.00,0.00,0.48,0.00,0.70,0.00
-2.10,1.00,0.00,0.48,0.00,0.70,0.00
-2.00,1.00,0.00,0.48,0.00,0.70,0.00
-1.90,1.00,0.00,0.48,0.00,0.70,0.00
-1.80,1.00,0.00,0.48,0.00,0.70,0.00
-1.70,1.00,0.00,0.48,0.00,0.70,0.00
-1.60,1.00,0.00,0.48,0.00,0.70,0.00
-1.50,1.00,0.00,0.48,0.00,0.70,0.00
-1.40,1.00,0.00,0.48,0.00,0.70,0.00
-1.30,1.00,0.00,0.48,0.00,0.70,0.00
-1.20,1.00,0.00,0.48,0.00,0.70,0.00
-1.10,1.00,0.00,0.48,0.00,0.70,0.00
-1.00,1.00,0.00,0.48,0.00,0.70,0.00
-0.90,1.00,0.05,0.51,0.16,0.70,0.05
-0.80,1.00,0.10,0.53,0.23,0.70,0.10
-0.70,0.95,0.15,0.53,0.16,0.70,0.09
-0.60,0.89,0.30,0.58,0.24,0.70,0.19
-0.50,0.65,0.55,0.60,0.20,0.70,0.20
-0.40,0.59,0.65,0.62,0.24,0.70,0.24
-0.30,0.51,0.70,0.61,0.22,0.70,0.21
-0.20,0.43,0.72,0.58,0.16,0.70,0.16
-0.10,0.41,0.80,0.61,0.22,0.70,0.21
0.00,0.35,0.90,0.64,0.30,0.70,0.26
0.10,0.32,0.95,0.65,0.36,0.70,0.28
0.20,0.27,1.00,0.65,0.40,0.70,0.28
0.30,0.22,1.00,0.62,0.35,0.70,0.22
0.40,0.22,1.00,0.62,0.35,0.70,0.22
0.50,0.16,1.00,0.60,0.30,0.70,0.17
0.60,0.16,1.00,0.60,0.30,0.70,0.17
0.70,0.16,1.00,0.60,0.30,0.70,0.17
0.80,0.16,1.00,0.60,0.30,0.70,0.17
0.90,0.14,1.00,0.58,0.27,0.70,0.14
1.00,0.08,1.00,0.56,0.21,0.70,0.08
1.10,0.05,1.00,0.55,0.17,0.70,0.06
1.20,0.05,1.00,0.55,0.17,0.70,0.06
1.30,0.05,1.00,0.55,0.17,0.70,0.06
1.40,0.05,1.00,0.55,0.17,0.70,0.06
1.50,0.03,1.00,0.53,0.12,0.70,0.03
1.60,0.00,1.00,0.52,0.00,0.70,0.00
1.70,0.00,1.00,0.52,0.00,0.70,0.00
1.80,0.00,1.00,0.52,0.00,0.70,0.00
1.90,0.00,1.00,0.52,0.00,0.70,0.00
2.00,0.00,1.00,0.52,0.00,0.70,0.00
2.10,0.00,1.00,0.52,0.00,0.70,0.00
2.20,0.00,1.00,0.52,0.00,0.70,0.00
2.30,0.00,1.00,0.52,0.00,0.70,0.00
2.40,0.00,1.00,0.52,0.00,0.70,0.00
2.50,0.00,1.00,0.52,0.00,0.70,0.00
2.60,0.00,1.00,0.52,0.00,0.70,0.00
2.70,0.00,1.00,0.52,0.00,0.70,0.00
2.80,0.00,1.00,0.52,0.00,0.70,0.00
2.90,0.00,1.00,0.52,0.00,0.70,0.00

svm_dpc_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.71,0.00
-2.90,1.00,0.00,0.51,0.00,0.71,0.00
-2.80,1.00,0.00,0.51,0.00,0.71,0.00
-2.70,1.00,0.00,0.51,0.00,0.71,0.00
-2.60,1.00,0.00,0.51,0.00,0.71,0.00
-2.50,1.00,0.00,0.51,0.00,0.71,0.00
-2.40,1.00,0.00,0.51,0.00,0.71,0.00
-2.30,1.00,0.00,0.51,0.00,0.71,0.00
-2.20,1.00,0.00,0.51,0.00,0.71,0.00
-2.10,1.00,0.00,0.51,0.00,0.71,0.00
-2.00,1.00,0.00,0.51,0.00,0.71,0.00
-1.90,1.00,0.00,0.51,0.00,0.71,0.00
-1.80,1.00,0.00,0.51,0.00,0.71,0.00
-1.70,1.00,0.00,0.51,0.00,0.71,0.00
-1.60,1.00,0.00,0.51,0.00,0.71,0.00
-1.50,1.00,0.00,0.51,0.00,0.71,0.00
-1.40,1.00,0.00,0.51,0.00,0.71,0.00
-1.30,0.99,0.02,0.51,0.05,0.71,0.01
-1.20,0.98,0.02,0.51,0.00,0.71,0.00
-1.10,0.97,0.06,0.52,0.08,0.71,0.03
-1.00,0.94,0.10,0.53,0.08,0.71,0.05
-0.90,0.89,0.18,0.54,0.11,0.71,0.08
-0.80,0.88,0.26,0.57,0.18,0.71,0.14
-0.70,0.84,0.35,0.60,0.22,0.71,0.19
-0.60,0.79,0.44,0.62,0.25,0.71,0.23
-0.50,0.77,0.49,0.63,0.28,0.71,0.27
-0.40,0.72,0.53,0.62,0.25,0.71,0.25
-0.30,0.67,0.57,0.62,0.24,0.71,0.24
-0.20,0.65,0.65,0.65,0.30,0.71,0.30
-0.10,0.61,0.69,0.65,0.30,0.71,0.30
0.00,0.59,0.74,0.66,0.33,0.71,0.33
0.10,0.56,0.78,0.67,0.35,0.71,0.34
0.20,0.51,0.81,0.66,0.33,0.71,0.31
0.30,0.49,0.83,0.66,0.35,0.71,0.33
0.40,0.48,0.86,0.67,0.38,0.71,0.35
0.50,0.46,0.89,0.67,0.39,0.71,0.35
0.60,0.43,0.91,0.67,0.39,0.71,0.34
0.70,0.39,0.94,0.66,0.39,0.71,0.32
0.80,0.33,0.97,0.64,0.38,0.71,0.29
0.90,0.28,0.97,0.62,0.35,0.71,0.25
1.00,0.23,0.98,0.60,0.33,0.71,0.21
1.10,0.17,0.99,0.58,0.28,0.71,0.16
1.20,0.13,0.99,0.55,0.23,0.71,0.11
1.30,0.07,1.00,0.53,0.19,0.71,0.07
1.40,0.04,1.00,0.51,0.15,0.71,0.04
1.50,0.03,1.00,0.51,0.13,0.71,0.03
1.60,0.01,1.00,0.50,0.07,0.71,0.01
1.70,0.01,1.00,0.50,0.07,0.71,0.01
1.80,0.01,1.00,0.50,0.05,0.71,0.01
1.90,0.01,1.00,0.50,0.05,0.71,0.01
2.00,0.01,1.00,0.50,0.05,0.71,0.01
2.10,0.00,1.00,0.49,0.00,0.71,0.00
2.20,0.00,1.00,0.49,0.00,0.71,0.00
2.30,0.00,1.00,0.49,0.00,0.71,0.00
2.40,0.00,1.00,0.49,0.00,0.71,0.00
2.50,0.00,1.00,0.49,0.00,0.71,0.00
2.60,0.00,1.00,0.49,0.00,0.71,0.00
2.70,0.00,1.00,0.49,0.00,0.71,0.00
2.80,0.00,1.00,0.49,0.00,0.71,0.00
2.90,0.00,1.00,0.49,0.00,0.71,0.00

svm_kfold_dpc_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.67,0.00
-2.90,1.00,0.00,0.47,0.00,0.67,0.00
-2.80,1.00,0.00,0.47,0.00,0.67,0.00
-2.70,1.00,0.00,0.47,0.00,0.67,0.00
-2.60,1.00,0.00,0.47,0.00,0.67,0.00
-2.50,1.00,0.00,0.47,0.00,0.67,0.00
-2.40,1.00,0.00,0.47,0.00,0.67,0.00
-2.30,1.00,0.00,0.47,0.00,0.67,0.00
-2.20,1.00,0.00,0.47,0.00,0.67,0.00
-2.10,1.00,0.00,0.47,0.00,0.67,0.00
-2.00,1.00,0.00,0.47,0.00,0.67,0.00
-1.90,1.00,0.00,0.47,0.00,0.67,0.00
-1.80,1.00,0.00,0.47,0.00,0.67,0.00
-1.70,1.00,0.00,0.47,0.00,0.67,0.00
-1.60,1.00,0.00,0.47,0.00,0.67,0.00
-1.50,1.00,0.00,0.47,0.00,0.67,0.00
-1.40,1.00,0.00,0.47,0.00,0.67,0.00
-1.30,1.00,0.00,0.47,0.00,0.67,0.00
-1.20,1.00,0.00,0.47,0.00,0.67,0.00
-1.10,1.00,0.00,0.47,0.00,0.67,0.00
-1.00,1.00,0.07,0.51,0.19,0.67,0.07
-0.90,1.00,0.07,0.51,0.19,0.67,0.07
-0.80,0.91,0.10,0.48,0.02,0.67,0.01
-0.70,0.89,0.10,0.47,-0.02,0.67,-0.01
-0.60,0.83,0.28,0.53,0.12,0.67,0.10
-0.50,0.77,0.35,0.55,0.13,0.67,0.12
-0.40,0.71,0.40,0.55,0.12,0.67,0.11
-0.30,0.69,0.47,0.57,0.16,0.67,0.16
-0.20,0.63,0.50,0.56,0.13,0.67,0.13
-0.10,0.60,0.57,0.59,0.17,0.67,0.17
0.00,0.51,0.65,0.59,0.17,0.67,0.17
0.10,0.51,0.75,0.64,0.27,0.67,0.27
0.20,0.51,0.85,0.69,0.39,0.67,0.37
0.30,0.51,0.85,0.69,0.39,0.67,0.37
0.40,0.49,0.88,0.69,0.40,0.67,0.37
0.50,0.49,0.88,0.69,0.40,0.67,0.37
0.60,0.49,0.90,0.71,0.43,0.67,0.40
0.70,0.40,0.93,0.68,0.39,0.67,0.34
0.80,0.31,1.00,0.68,0.44,0.67,0.33
0.90,0.26,1.00,0.65,0.39,0.67,0.27
1.00,0.20,1.00,0.63,0.34,0.67,0.21
1.10,0.09,1.00,0.57,0.22,0.67,0.09
1.20,0.00,1.00,0.53,0.00,0.67,0.00
1.30,0.00,1.00,0.53,0.00,0.67,0.00
1.40,0.00,1.00,0.53,0.00,0.67,0.00
1.50,0.00,1.00,0.53,0.00,0.67,0.00
1.60,0.00,1.00,0.53,0.00,0.67,0.00
1.70,0.00,1.00,0.53,0.00,0.67,0.00
1.80,0.00,1.00,0.53,0.00,0.67,0.00
1.90,0.00,1.00,0.53,0.00,0.67,0.00
2.00,0.00,1.00,0.53,0.00,0.67,0.00
2.10,0.00,1.00,0.53,0.00,0.67,0.00
2.20,0.00,1.00,0.53,0.00,0.67,0.00
2.30,0.00,1.00,0.53,0.00,0.67,0.00
2.40,0.00,1.00,0.53,0.00,0.67,0.00
2.50,0.00,1.00,0.53,0.00,0.67,0.00
2.60,0.00,1.00,0.53,0.00,0.67,0.00
2.70,0.00,1.00,0.53,0.00,0.67,0.00
2.80,0.00,1.00,0.53,0.00,0.67,0.00
2.90,0.00,1.00,0.53,0.00,0.67,0.00

svm_dpc_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.73,0.00
-2.90,1.00,0.00,0.47,0.00,0.73,0.00
-2.80,1.00,0.00,0.47,0.00,0.73,0.00
-2.70,1.00,0.00,0.47,0.00,0.73,0.00
-2.60,1.00,0.00,0.47,0.00,0.73,0.00
-2.50,1.00,0.00,0.47,0.00,0.73,0.00
-2.40,1.00,0.00,0.47,0.00,0.73,0.00
-2.30,1.00,0.00,0.47,0.00,0.73,0.00
-2.20,1.00,0.00,0.47,0.00,0.73,0.00
-2.10,1.00,0.00,0.47,0.00,0.73,0.00
-2.00,1.00,0.00,0.47,0.00,0.73,0.00
-1.90,1.00,0.00,0.47,0.00,0.73,0.00
-1.80,1.00,0.00,0.47,0.00,0.73,0.00
-1.70,1.00,0.00,0.47,0.00,0.73,0.00
-1.60,1.00,0.01,0.48,0.08,0.73,0.01
-1.50,1.00,0.02,0.48,0.09,0.73,0.02
-1.40,0.99,0.03,0.48,0.07,0.73,0.02
-1.30,0.98,0.05,0.49,0.08,0.73,0.03
-1.20,0.98,0.09,0.51,0.15,0.73,0.07
-1.10,0.97,0.16,0.55,0.23,0.73,0.13
-1.00,0.95,0.26,0.59,0.29,0.73,0.21
-0.90,0.87,0.40,0.62,0.30,0.73,0.26
-0.80,0.78,0.45,0.60,0.23,0.73,0.22
-0.70,0.72,0.52,0.62,0.25,0.73,0.24
-0.60,0.68,0.57,0.62,0.25,0.73,0.24
-0.50,0.64,0.62,0.63,0.27,0.73,0.27
-0.40,0.62,0.65,0.64,0.27,0.73,0.27
-0.30,0.57,0.70,0.64,0.27,0.73,0.27
-0.20,0.54,0.76,0.66,0.31,0.73,0.30
-0.10,0.52,0.80,0.67,0.33,0.73,0.32
0.00,0.50,0.81,0.66,0.33,0.73,0.31
0.10,0.48,0.87,0.69,0.38,0.73,0.36
0.20,0.46,0.89,0.69,0.39,0.73,0.36
0.30,0.45,0.92,0.70,0.43,0.73,0.38
0.40,0.41,0.94,0.69,0.43,0.73,0.37
0.50,0.37,0.97,0.69,0.43,0.73,0.35
0.60,0.31,0.99,0.67,0.42,0.73,0.31
0.70,0.29,0.99,0.66,0.39,0.73,0.28
0.80,0.27,0.99,0.65,0.39,0.73,0.27
0.90,0.23,0.99,0.63,0.35,0.73,0.23
1.00,0.21,1.00,0.63,0.35,0.73,0.22
1.10,0.18,1.00,0.61,0.32,0.73,0.19
1.20,0.12,1.00,0.58,0.26,0.73,0.12
