Threshold: 0.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.94 ,cohen scores: 0.00 
Threshold: 0.05 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.94 ,cohen scores: 0.00 
Threshold: 0.10 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.94 ,cohen scores: 0.00 
Threshold: 0.15 ,Senstivity: 1.00 ,Specificity: 0.05 ,Accuracy: 0.51 ,mcc scores: 0.15 ,roc-auc scores: 0.94 ,cohen scores: 0.04 
Threshold: 0.20 ,Senstivity: 1.00 ,Specificity: 0.11 ,Accuracy: 0.54 ,mcc scores: 0.23 ,roc-auc scores: 0.94 ,cohen scores: 0.10 
Threshold: 0.25 ,Senstivity: 0.98 ,Specificity: 0.25 ,Accuracy: 0.60 ,mcc scores: 0.33 ,roc-auc scores: 0.94 ,cohen scores: 0.22 
Threshold: 0.30 ,Senstivity: 0.95 ,Specificity: 0.55 ,Accuracy: 0.74 ,mcc scores: 0.54 ,roc-auc scores: 0.94 ,cohen scores: 0.49 
Threshold: 0.35 ,Senstivity: 0.93 ,Specificity: 0.74 ,Accuracy: 0.83 ,mcc scores: 0.68 ,roc-auc scores: 0.94 ,cohen scores: 0.66 
Threshold: 0.40 ,Senstivity: 0.90 ,Specificity: 0.89 ,Accuracy: 0.89 ,mcc scores: 0.79 ,roc-auc scores: 0.94 ,cohen scores: 0.79 
Threshold: 0.45 ,Senstivity: 0.86 ,Specificity: 0.95 ,Accuracy: 0.91 ,mcc scores: 0.82 ,roc-auc scores: 0.94 ,cohen scores: 0.82 
Threshold: 0.50 ,Senstivity: 0.80 ,Specificity: 0.97 ,Accuracy: 0.89 ,mcc scores: 0.79 ,roc-auc scores: 0.94 ,cohen scores: 0.77 
Threshold: 0.55 ,Senstivity: 0.72 ,Specificity: 0.99 ,Accuracy: 0.86 ,mcc scores: 0.74 ,roc-auc scores: 0.94 ,cohen scores: 0.71 
Threshold: 0.60 ,Senstivity: 0.64 ,Specificity: 0.99 ,Accuracy: 0.82 ,mcc scores: 0.68 ,roc-auc scores: 0.94 ,cohen scores: 0.64 
Threshold: 0.65 ,Senstivity: 0.57 ,Specificity: 0.99 ,Accuracy: 0.79 ,mcc scores: 0.63 ,roc-auc scores: 0.94 ,cohen scores: 0.57 
Threshold: 0.70 ,Senstivity: 0.50 ,Specificity: 1.00 ,Accuracy: 0.76 ,mcc scores: 0.59 ,roc-auc scores: 0.94 ,cohen scores: 0.51 
Threshold: 0.75 ,Senstivity: 0.45 ,Specificity: 1.00 ,Accuracy: 0.73 ,mcc scores: 0.54 ,roc-auc scores: 0.94 ,cohen scores: 0.45 
Threshold: 0.80 ,Senstivity: 0.38 ,Specificity: 1.00 ,Accuracy: 0.70 ,mcc scores: 0.49 ,roc-auc scores: 0.94 ,cohen scores: 0.39 
Threshold: 0.85 ,Senstivity: 0.25 ,Specificity: 1.00 ,Accuracy: 0.64 ,mcc scores: 0.38 ,roc-auc scores: 0.94 ,cohen scores: 0.26 
Threshold: 0.90 ,Senstivity: 0.16 ,Specificity: 1.00 ,Accuracy: 0.59 ,mcc scores: 0.30 ,roc-auc scores: 0.94 ,cohen scores: 0.16 
Threshold: 0.95 ,Senstivity: 0.06 ,Specificity: 1.00 ,Accuracy: 0.54 ,mcc scores: 0.17 ,roc-auc scores: 0.94 ,cohen scores: 0.06 
